Q1317+277 	 13:19:56.23 	+27:28:08.2
Q1318+290B 	 13:21:15.82 	+28:47:19.8
Q1318-0150 	 13:21:27.88 	-02:06:22.5
Q1318-113 	 13:21:09.36 	-11:39:31.7
Q1320+0048 	 13:23:14.50 	+00:32:50.8
Q1323-0248 	 13:26:15.18 	-03:03:57.6
Q1324-0212 	 13:26:38.20 	-02:28:00.0
Q1327-206 	 13:30:07.70 	-20:56:16.4
Q1328+0223 	 13:30:48.41 	+02:07:50.1
BRIB1328-0433 	 13:31:30.80 	-04:48:51.0
Q1329+0231 	 13:32:02.49 	+02:15:51.1
Q1329+0018 	 13:32:15.03 	+00:02:52.0
Q1329+4117 	 13:31:41.17 	+41:01:58.3
Q1331+170 	 13:33:35.78 	+16:49:04.0
Q1333+176 	 13:36:02.02 	+17:25:13.4
Q1334+246 	 13:37:18.73 	+24:23:03.3
Q1334-0033 	 13:36:47.14 	-00:48:57.1
Q1334+0212 	 13:36:46.56 	+01:57:41.8
BRIB1335-0417 	 13:38:03.40 	-04:32:35.0
Q1336+0210 	 13:38:44.44 	+01:55:03.6
GB1338+3809 	 00:00:00       -50:00:00
Q1338+3809 	 13:40:22.95 	+37:54:43.8
Q1338+416 	 13:41:00.78 	+41:23:14.1
Q1338+416 	 13:41:00.78 	+41:23:14.1
Q1340+0959 	 13:42:29.52 	+09:44:45.7
Q1344+0137 	 13:46:36.59 	+01:22:13.8
Q1345-0137 	 13:47:49.22 	-01:52:25.1
Q1345-0120 	 13:48:16.64 	-01:35:10.3
Q1346+0121A   	 13:48:34.97 	+01:06:26.2
Q1346-036 	 13:48:44.08 	-03:53:24.9
Q1351+640 	 13:53:15.78 	+63:45:44.8
Q1352+183 	 13:54:35.93 	+18:05:18.1
Q1352+108 	 13:54:48.64 	+10:36:10.8
Q1353+186    	 00:00:00       -60:00:00
Q1354+195 	 13:57:04.44 	+19:19:07.4
Q1355-416 	 13:59:00.18 	-41:52:52.6
Q1356+581 	 13:58:17.57 	+57:52:04.5
Q1358+115 	 14:00:39.06 	+11:20:22.2
Q1358+3908 	 14:00:13.90 	+38:54:18.2
Q1400+0935 	 14:03:26.55 	+09:20:43.8
Q1402-012 	 14:04:45.90 	-01:30:22.0
Q1402+044 	 14:05:01.12 	+04:15:35.7
Q1406+123 	 14:08:38.86 	+12:07:11.0
Q1407+265 	 14:09:23.84 	+26:18:20.8
Q1410+096 	 14:13:21.09 	+09:22:05.3
J1410+3409 	 14:10:45.80 	+34:09:09.0
J1410+3409 	 14:10:45.80 	+34:09:09.0
Q1411+442 	 14:13:48.34 	+44:00:14.1
Q1413+3720   	 00:00:00       -50:00:00.0
Q1415+451 	 14:17:00.81 	+44:56:06.4
Q1416-129 	 14:19:03.81 	-13:10:44.7
Q1418+546 	 14:19:46.60 	+54:23:14.8
Q1419+480 	 14:21:29.25 	+47:47:21.4
Q1421+330 	 14:23:26.07 	+32:52:20.4
Q1425+267 	 14:27:35.54 	+26:32:13.6
Q1426+015 	 14:29:06.59 	+01:17:06.5
Q1428+0202 	 14:30:40.83 	+01:49:39.9
Q1429-0053 	 14:32:29.25 	-01:06:16.1
Q1429+118 	 14:32:12.92 	+11:39:53.0
PSSJ1430+2828 	 14:30:31.70 	+28:28:34.0
Q1433+0223 	 14:35:39.70 	+02:10:44.7
Q1433-0025 	 14:36:28.42 	-00:38:40.8
PSSJ1435+3057 	 14:35:23.60 	+30:57:22.0
Q1436+4431   	 00:00:00       -50:00:00.0
Q1439+0047 	 14:42:01.80 	+00:34:48.9
Q1440-0024 	 14:42:59.91 	-00:37:25.0
Q1440+356 	 14:42:07.46 	+35:26:22.9
Q1444+407 	 14:46:45.93 	+40:35:05.8
Q1444+0126 	 14:46:53.04 	+01:13:56.0
Q1444-0112   	14:47:17.45 	-01:24:43.2
Q1451-375 	 14:54:27.41 	-37:47:33.1
Q1455+123 	 14:58:07.60 	+12:09:38.0
PSSJ1456+2007 	 14:56:28.97 	+20:07:27.1
Q1500+0431 	15:03:28.88 	+04:19:49.0
Q1503+118 	 00:00:00       -50:00:00
Q1508+5714 	15:10:02.93 	+57:02:43.3
Q1512+370 	 15:14:43.06 	+36:50:50.5
Q1519+1806    	 00:00:00       -50:00:00.0
Q1520+4347   	 00:00:00       -50:00:00.0
Q1522+101 	 15:24:24.58 	+09:58:29.7
Q1522+101 	 15:24:24.58 	+09:58:29.7
Q1525+227 	 15:27:57.59 	+22:33:04.4
Q1526+6701   	 00:00:00       -50:00:00.0
Q1526+285 	 15:28:40.60 	+28:25:29.8
Q1538+477 	 15:39:34.82 	+47:35:31.2
Q1545+210 	 15:47:43.54 	+20:52:16.7
Q1548+0917 	 15:51:03.42 	+09:08:50.0
PC1548+4637 	 15:50:07.60 	+46:28:55.0
Q1553+113 	 15:55:43.04 	+11:11:24.4
Q1556+273    	 00:00:00       -60:00:00
Q1557+0313 	15:59:30.97 	+03:04:48.3
Q1559+1405   	 00:00:00       -50:00:00.0
Q1600+0729   	 00:00:00       -50:00:00.0
BRJ1603+0721 	 16:03:20.91 	+07:21:04.6
Q1607+1819 	 16:10:05.40 	+18:11:45.0
Q1612+261 	 16:14:13.21 	+26:04:16.4
Q1613+658 	 16:13:57.18 	+65:43:09.6
Q1623+268A 	 16:25:48.00 	+26:44:33.0
Q1623+268B 	 16:25:48.79 	+26:46:58.9
Q1630+377 	 16:32:01.10 	+37:37:49.4
Q1630+377 	 16:32:01.10 	+37:37:49.4
Q1631+3722 	 16:32:49.67 	+37:16:31.6
PSSJ1633+1411 	 16:33:19.6 	+14:11:42
Q1634+706 	 16:34:28.99 	+70:31:32.3
Q1641+399 	 16:42:58.80 	+39:48:37.0
PC1640+4628 	 16:42:05.10 	+46:22:27.0
PSSJ1646+5514 	 16:46:56.29 	+55:14:46.7
Q1704+608 	 17:04:41.37 	+60:44:30.5
Q1705+0152 	 17:07:34.42 	+01:48:45.7
Q1715+535 	 17:16:35.56 	+53:28:15.8
Q1718+481 	 17:19:38.25 	+48:04:12.4
PSSJ1721+3256 	 17:21:06.74 	+32:56:35.8
Q1721+343 	 17:23:20.80 	+34:17:58.0
Q1726+3425 	 17:27:49.89 	+34:22:39.7
Q1727+502 	 17:28:18.62 	+50:13:10.5
Q1738+3502 	 17:40:20.30 	+35:00:47.0
Q1745+6227 	 17:46:14.03 	+62:26:54.7
Q1803+676 	 18:03:28.90 	+67:38:10.6
Q1807+698 	 18:06:50.68 	+69:49:28.1
Q1821+643 	 18:21:57.2 	+64:20:36
Q1831+731 	 18:30:23.15 	+73:13:10.7
Q1833+326 	 18:35:03.39 	+32:41:46.9
Q1836+5108 	 18:37:20.00 	+51:11:29.0
Q1839-785    	 00:00:00       -60:00:00
Q1845+797 	 18:42:08.99 	+79:46:17.1
Q1912-550 	 19:16:39.3 	-54:54:47
Q1928+738 	 19:27:48.50 	+73:58:01.6
PKS1937-101 	 19:39:57.26 	-10:02:41.5
Q2000-3300 	 20:03:24.12 	-32:51:45.1
Q2005-489 	 20:09:25.39 	-48:49:53.7
Q2038-0116 	 20:40:51.40 	-01:05:38.0
Q2045-377     	 20:48:52.9 	-37:34:51
Q2048+3116 	 20:50:51.13 	+31:27:27.4
Q2050-359 	 20:53:44.60 	-35:46:55.0
Q2112+0555 	 21:14:52.57 	+06:07:42.5
Q2113-4345 	 21:16:54.25 	-43:32:34.0
Q2113-4534 	 21:17:02.5 	-45:21:42
Q2114-4346 	 21:17:19.34 	-43:34:24.4
Q2115-4434 	 21:18:34.7 	-44:22:14
Q2117-4703 	 21:20:41.72 	-46:51:03.7
Q2122-4231 	 21:25:12.51 	-42:18:46.8
Q2126-1551 	 21:29:12.18 	-15:38:41.0
Q2126-4618 	 21:30:09.50 	-46:05:49.6
Q2127-4528 	 21:30:52.40 	-45:15:44.0
Q2128-123 	 21:31:35.26 	-12:07:04.8
Q2130+099 	 21:32:27.92 	+10:08:18.7
Q2131-4257 	 21:34:44.29 	-42:44:27.6
J2134-0419 	 21:34:12.01  	-04:19:09.9
Q2134-4239 	 21:37:47.85 	-42:26:12.5
Q2134-147    	 00:00:00       -60:00:00
Q2135-4632 	 21:38:21.48 	-46:18:55.3
Q2136+141 	 21:39:01.31 	+14:23:36.0
Q2139-4434 	 21:42:25.81 	-44:20:17.2
Q2141+175 	 21:43:35.55 	+17:43:48.5
Q2145+067 	 21:48:05.46 	+06:57:38.6
Q2152+1420   	 00:00:00       -50:00:00.0
Q2153-2056 	 21:55:53.52 	-20:41:46.2
Q2155-304 	 21:58:52.07 	-30:13:32.1
Q2159-2058 	 22:02:35.08 	-20:44:22.2
Q2201+315 	 22:03:14.98 	+31:45:38.3
Q2203-2145 	 22:05:51.40 	-21:30:34.0
Q2203-1833 	 22:06:39.70 	-18:18:46.0
Q2205-2014 	 22:08:03.90 	-19:59:58.0
Q2206+1753   	 00:00:00       -50:00:00.0
Q2209-1842 	 22:12:10.36 	-18:27:37.8
Q2209+184 	 22:11:53.66 	+18:41:51.4
Q2211-1915 	 22:14:37.88 	-19:00:57.1
BRB2212-1626 	 22:15:27.30 	-16:11:33.0
Q2214+139 	 22:17:12.26 	+14:14:21.1
BRJ2216-6714 	 22:16:51.98 	-67:14:43.5
Q2222+0511 	22:25:14.66 +05:27:09.4
Q2223+2024   	 00:00:00       -50:00:00.0
Q2231+0125 	 22:34:15.18 	+01:41:11.8
Q2231-0212 	 22:34:27.31 	-01:56:38.0
Q2233+1341 	 22:36:27.20 	+13:57:13.0
Q2233+1310 	 22:36:19.22 	+13:26:17.5
Q2241+0014 	 22:43:54.8 	+00:30:04
Q2243+0141 	 22:46:28.75 	+01:57:28.7
Q2244-0234 	 22:46:45.31 	-02:18:16.8
Q2244-0105 	 22:46:49.30 	-00:49:54.3
Q2246-0006 	 22:49:31.00 	+00:08:55.0
BRB2248-1242 	 22:51:18.10 	-12:27:03.0
Q2251+2429 	22:54:09.34 +24:45:23.4
Q2251-178 	 22:54:05.88 	-17:34:55.3
Q2251+113 	 22:54:10.41 	+11:36:38.8
Q2254+0227 	22:57:17.56 +02:43:17.5
Q2256+017 	 22:58:57.80 	+02:03:42.4
Q2302+029 	 23:04:45.02 	+03:11:46.1
Q2302+029 	 23:04:45.02 	+03:11:46.1
Q2308+098 	 23:11:17.76 	+10:08:15.5
Q2311-0341 	 23:14:07.20 	-03:25:28.0
Q2320+0755	 23:22:36.09 	+08:12:01.6
Q2326-477 	 23:29:17.70 	-47:30:19.1
BRJ2328-4513 	 23:28:48.60 	-45:13:45.6
PC2331+0216 	 23:34:31.98 	+02:33:21.8
Q2334+1041   	 00:00:00       -50:00:00.0
Q2344+092 	 23:46:36.84 	+09:30:45.5
BRJ2349-3712 	 23:49:13.76 	-37:12:58.9
Q2351+1042   	 00:00:00       -50:00:00.0
Q2351+0120 	 23:54:32.43 	+01:36:54.4
Q2351-1154   	 00:00:00       -50:00:00.0
Q2352+0205 	 23:55:31.96 	+02:22:18.1
Q2354-0134 	 23:56:46.40 	-01:18:09.0
Q2356+0139 	 23:59:11.70 	+01:56:41.5
Q2356+0237 	 23:59:23.21 	+02:54:38.9
Q2359+0653 	 00:01:40.61 	+07:09:54.1
Q2359+0023 	 00:01:46.2 	+00:39:55.0
