
8014.785        1000    good
8082.457        1000    good
8103.692        1000    good
8115.311        1000    good
8136.4057       1000    good
8206.34         1000    bad
8231.635        1000    good
8264.521        1000    bad
8280.116        1000    good
8346.82         1000    good
8365.7485       1000    bad
8377.606        1000    good
8418.426        1000    good
8424.647        1000    good
8463.3575       1000    good
8495.3598       1000    good
8521.441        1000    good
8544.6958       1000    good
8571.3524       1000    bad
8582.9028       1000    good
8591.258        1000    good
8634.647        1000    good
8654.38         1000    good
8667.943        1000    good
8679.49         1000    bad
8681.9211       1000    good
8739.39         1000    good
8771.6563       1000    good
8780.621        1000    good
8783.7533       1000    bad
8819.41         1000    good
8853.8668       1000    good
8862.32         1000    good
8865.65         1000    good
8908.73         1000    good
8919.5          1000    bad
8930.83         1000    bad
8952.25         1000    good
8981.05         1000    bad
9045.446        1000    good
9148.6716       1000    bad
9162.65         1000    good
9220.0583       1000    bad     

