
5764.42         1000    good   
5769.598        1000    good
5790.663        1000    good
5820.1558       1000    good
5834.266        1000    good
5852.49         1000    good
5860.3103       1000    bad
5881.895        1000    bad
5888.584        1000    good
5902.462        1000    good
5906.4278       1000    good
5912.085        1000    good
5928.812        1000    bad
5944.83         1000    good
5971.604        1000    bad
5975.53         1000    good
6025.151        1000    bad
6029.99         1000    good
6032.127        1000    good
6043.223        1000    good
6052.723        1000    bad
6059.372        1000    bad
6074.337        1000    good
6096.16         1000    good
6105.635        1000    good
6114.923        1000    good
6128.4499       1000    good
6143.06         1000    good
6155.239        1000    good
6163.59         1000    good
6170.176        1000    bad
6182.148        1000    good
6212.503        1000    bad
6217.28         1000    bad
6266.495        1000    good
6296.8722       1000    bad
6304.7889       1000    good
6307.657        1000    good
6334.4278       1000    good
6382.991        1000    good
6402.246        1000    good
6416.307        1000    good
6431.555        1000    good
6506.528        1000    bad
6532.88         1000    bad


