6246.7281	1000    good 
6258.7901 	1000    good
6266.4950 	1000    good
6293.7458 	1000    bad
6304.7889 	1000    bad 
6313.6894 	1000    good
6328.1653 	1000    good
6330.8945 	1000    doublet
6334.4278 	1000    doublet
6351.8564 	1000    good
6364.9975 	1000    bad
6382.9917 	1000    bad
6401.0763 	1000    doublet
6402.2460 	1000    doublet
6409.7502 	1000    good
6421.7070 	1000    bad 
6444.7104 	1000    good
6506.5281 	1000    good
6532.8822 	1000    good
6598.9529 	1000    bad
6602.9038 	1000    bad 
6652.0927 	1000    good 
6666.8925 	1000    bad 
6678.2762 	1000    bad 
6716.43   	1000    doublet
6717.0430 	1000    doublet
6907.52   	1000    good 
6929.4673 	1000    good
7024.0504 	1000    good
7032.4131 	1000    bad 
7051.2923 	1000    good
7059.1074 	1000    bad
7081.90   	1000    bad
7091.86   	1000    good
7173.9381 	1000    good
7245.1666 	1000    good
6212.5031	1000    doublet
6215.9383	1000    doublet
6243.1201	1000    good
6248.4055 	1000    good	ArI	
6296.8722	1000    good
6307.6570	1000    bad 
6333.1459	1000    blended
6357.0229	1000    good
6364.8937	1000    doublet
6369.5748	1000    doublet
6384.7169	1000    bad 
6396.6097	1000    doublet
6399.2065	1000    doublet
6403.0128	1000    bad
6416.3071	1000    doublet
6418.3703	1000    doublet
6431.5550	1000    good
6437.6003	1000    good
6441.8994	1000    doublet
6443.8598	1000    doublet
6466.5526	1000    doublet
6468.0483	1000    doublet
6472.4294	1000    good
6481.1453	1000    doublet
6483.0825	1000    doublet
6493.9694	1000    bad
6499.1061	1000    good
6538.1120	1000    bad
6604.8534	1000    bad
6620.9665	1000    good
6632.0837	1000    good
6638.2207	1000    good
6639.7403	1000    bad 
6643.6976	1000    good
6656.9386	1000    bad
6660.6761	1000    triplet
6664.0510	1000    triplet
6666.3588	1000    triplet
6677.2817	1000    blended
6684.2929	1000    bad
6698.8740 	1000    good		ArI
6719.2184	1000    bad
6752.8335	1000    doublet
6756.1631	1000    doublet
6766.6117	1000    good
6827.2488	1000    good 
6861.2688	1000    doublet
6863.5350	1000    doublet
6871.2891	1000    good
6879.5824	1000    bad
6888.1742	1000    bad
6937.6642	1000    good
6951.4776	1000    good
6960.2500 	1000    doublet		ArI
6965.4307	1000    doublet
6992.2126 	1000    good		ArI
7030.2514	1000    good
7067.2181	1000    good
7125.8200 	1000    good		ArI
7147.0416	1000    good
7206.9804	1000    good
7235.3683 	1000    good		ArI
7272.9359	1000    good
