8014.7857      1000       good
8103.6931      2000       good
8115.311       7000       good
8264.5225      2000       bad
8408.2096      2000       bad
8424.6475      2000       bad
8521.4422      2000    	  good
8082.4580      1000    	  good 
8118.5492      1000       bad
8128.9108      1000       good
8136.4057      1000       good
8259.3790      1000       bad
8266.0772      1000       doublet
8267.1165      1000       doublet
8300.3263      1000       good
8365.7485      1000       good
8377.6065      1000       good
8418.4274      1000       good
8463.3575      1000       good
8484.4435      1000       good
8495.3598      1000       good
8544.6958      1000       good
8571.3524      1000       bad
8582.9028      1000       bad
8591.2587      1000       good
8634.6470      1000       good
8647.0411      1000       bad
8654.3831      1000       good
8679.4925      1000       bad
8681.9211      1000       good
8704.1116      1000       bad
8767.5360      1000       bad
8771.6563      1000       good
8780.6210      1000       doublet
8782.0012      1000       doublet
8783.7533      1000       doublet
8792.5050      1000       good
8830.9072      1000       bad
8853.8668      1000       good
8865.3063      1000       doublet
8865.7552      1000       doublet
8919.5006      1000       good
8988.5564      1000       bad
9148.6716      1000       bad
9201.7591      1000       good
9221.5801      1000       doublet
9226.6903      1000       doublet
9275.5196      1000       good
9300.8527      1000       good
9310.5839      1000       doublet
9313.9726      1000       doublet
9326.5068      1000       bad
9373.3078      1000       good
