5558.7020	1000    good
5572.5413	1000    doublet
5577.6845	1000    doublet
5581.8714	1000    good
5588.7200	1000    good 
5597.4756	1000    good
5601.1216	1000    good
5606.7330	1000    good
5641.3751	1000    bad
5648.6863	1000    bad
5650.7043	1000    bad
5659.1272	1000    bad
5681.9001	1000    bad
5691.6612	1000    bad
5700.8730	1000    bad
5738.3869	1000    doublet
5739.5196	1000    doublet
5772.1143	1000    doublet
5774.0087	1000    doublet
5783.5360	1000    bad
5802.0798	1000    good 
5834.2633	1000    good
5860.3103	1000    good 
5882.6242	1000    blended 
5888.5841	1000    good
5912.0853	1000    doublet
5916.5992	1000    doublet
5927.1258	1000    doublet
5928.8130	1000    doublet
5942.6686	1000    bad 
5949.2583	1000    bad
5971.6008	1000    bad
5997.1601 	1000    doubletArI
5998.9987	1000    doublet
6005.7242	1000    good
6013.6777	1000    bad
6025.1500	1000    good
6032.1274	1000    bad
6043.2233	1000    doublet
6046.8977	1000    doublet
6052.7229	1000    good
6059.3725	1000    good 
6064.7508	1000    good
6081.2433	1000    doublet
6085.8797	1000    doublet
6090.7848	1000    good
6098.8031	1000    bad
6101.1615	1000    doublet
6103.5390	1000    doublet
6105.6351	1000    doublet
6113.4657	1000    doublet
6114.9234	1000    doublet
6119.6565	1000    doublet
6123.3619	1000    doublet
6127.4160	1000    doublet
6128.7227	1000    doublet
6145.4411	1000    bad
6155.2385	1000    good
6165.1232	1000    bad
6170.1740	1000    doublet
6173.0964	1000    doublet
6174.4032	1000    doublet
6212.5031	1000    doublet
6215.9383	1000    doublet
6243.1201	1000    doublet
6248.4055 	1000    doubletArI
6296.8722	1000    bad
6307.6570	1000    bad
6333.1459	1000    bad 
6357.0229	1000    bad
6364.8937	1000    doublet
6369.5748	1000    doublet
6384.7169	1000    blended
6396.6097	1000    doublet
6399.2065	1000    doublet
6403.0128	1000    good
6416.3071	1000    doublet
6418.3703	1000    doublet
6431.5550	1000    doublet
6437.6003	1000    doublet
6441.8994	1000    doublet
6443.8598	1000    doublet
6466.5526	1000    doublet
6468.0483	1000    doublet
6472.4294	1000    good
6481.1453	1000    doublet
6483.0825	1000    doublet
6493.9694	1000    doublet
6499.1061	1000    doublet
6538.1120	1000    good
5656.6587 	1000    bad
5675.86   	1000    bad
5689.8161 	1000    bad
5718.8829 	1000    doublet
5719.2255 	1000    doublet
5748.2990 	1000    bad
5764.4191 	1000    good
5769.60   	1000    bad
5789.66   	1000    bad
5790.66   	1000    bad
5803.78   	1000    doublet
5804.4494 	1000    doublet
5811.4072 	1000    good
5820.1558 	1000    bad 
5852.4879 	1000    bad
5872.8271 	1000    bad
5881.8952 	1000    blended
5913.6325 	1000    doublet
5918.9080 	1000    doublet
5944.8342 	1000    bad
5965.4716 	1000    good
5974.6283 	1000    doublet
5975.5340 	1000    doublet
5987.9070 	1000    bad
6000.9263 	1000    bad 
6029.9969 	1000    bad
6074.3377 	1000    good
6096.1631 	1000    bad
6128.4499 	1000    good
6142.5055 	1000    doublet
6143.0626 	1000    doublet
6150.2980 	1000    good 
6163.5939 	1000    good 
6182.1480 	1000    good
6205.7782 	1000    good
6213.8773 	1000    doublet
6217.2812 	1000    doublet
6246.7281 	1000    bad
6258.7901 	1000    good 
6266.4950 	1000    good
6293.7458 	1000    bad
6304.7889 	1000    bad
6313.6894 	1000    good
6328.1653 	1000    doublet
6330.8945 	1000    doublet
6334.4278 	1000    doublet
6351.8564 	1000    good
6364.9975 	1000    bad
6382.9917 	1000    blended
6401.0763 	1000    doublet
6402.2460 	1000    doublet
6409.7502 	1000    good
6421.7070 	1000    good
6444.7104 	1000    good
6506.5281 	1000    good
6532.8822 	1000    good 
