4609.5673	1000    good
4628.4409	1000    good
4637.2328	1000    good
4647.970  	1000    good	ArII
4651.124	1000    good
4657.9012	1000    good
4682.2759	1000    good
4702.3161	1000    good
4721.5910	1000    doublet
4726.8683	1000    doublet
4732.0532	1000    doublet
4735.9058	1000    doublet
4752.9388 	1000    good	ArI
4764.8646	1000    good
4806.0205	1000    good
4847.8095	1000    bad
4865.9105	1000    good
4876.2611	1000    doublet
4879.8635	1000    doublet
4882.2432	1000    bad
4888.2612	1000    doublet
4889.0422	1000    doublet
4902.101  	1000    doublet	ArII
4904.7516	1000    doublet
4914.3146	1000    bad
4933.2091	1000    good
4942.9214	1000    good
4965.0795	1000    bad
4972.1597	1000    bad
5009.3344	1000    good
5017.1628	1000    bad
5048.8113 	1000    good	ArI
5054.1759 	1000    good	ArI
5062.0371	1000    good
5087.0840 	1000    bad	ArI
5090.4951	1000    bad
5118.2023	1000    good
5125.7654	1000    bad
5141.7827	1000    doublet
5145.3083	1000    doublet
5151.3907	1000    good
5162.2846	1000    doublet
5165.7728	1000    doublet
5176.2292	1000    doublet
5177.535  	1000    doublet	ArI
5187.7462	1000    good
5208.0700 	1000    bad	ArI
5216.8139	1000    doublet
5218.2020	1000    doublet
5221.2710	1000    doublet
5241.0927 	1000    good	ArI
5254.4648	1000    good
5373.4943 	1000    bad	ArI
5410.4730 	1000    good	ArI
5421.3517	1000    good
5439.9891	1000    good
5442.2427	1000    doublet
5443.6893	1000    doublet
5451.6520	1000    good
5457.4157	1000    good
5467.1608	1000    good
5473.4516	1000    good
5490.1194	1000    good
5495.8738	1000    doublet
5498.1841	1000    doublet
5506.1128	1000    good
5524.9570	1000    good
5558.7020	1000    good
5572.5413	1000    good
5577.6845	1000    good
