 7024.0504 	1000    good
 7032.4131 	1000    good
 7051.2923 	1000    good
 7059.1074 	1000    good
 7112.3106 	1000    good
 7173.9381 	1000    good
 7245.1666 	1000    good
 7304.844  	1000    good
 7438.8984 	1000    good
 7472.4386 	1000    good
 7488.8712 	1000    good
 7535.7741 	1000    good
 7544.0443 	1000    good
 7724.6281 	1000    good
 7728.82   	1000    good
 7833.0303 	1000    good
 7839.0546 	1000    good
 7839.9893 	1000    good
 7927.1177 	1000    good
 7936.9961 	1000    good
 7943.1814 	1000    good
 7944.1411 	1000    good
 8024.05   	1000    good
 8041.76   	1000    good
 8076.07   	1000    good
 8082.4580 	1000    good
 8093.11   	1000    good
 8118.5492 	1000    good
 8128.9108 	1000    good
 8136.4057 	1000    good
	
