7030.2514	1000    bad
7067.2181	1000    good
7147.0416	1000    bad
7125.8200	1000    bad  ArI
7206.9804	1000    good
7235.3683	1000    good ArI
7272.9359	1000    good
7311.7159	1000    good
7353.2930	1000    good
7372.1184	1000    good
7383.9805	1000    good
7503.8691	1000    good
7514.6518	1000    good
7635.1060	1000    good
7723.7611	1000    doublet
7724.2072	1000    doublet
7948.1764	1000    good
8006.1567	1000    good
8014.7857	1000    good
8103.6931	1000    good
8115.311	1000    good
8264.5225	1000    bad 
7024.0504 	1000    bad
7032.4131 	1000    bad 
7051.2923 	1000    doublet
7059.1074 	1000    doublet
7112.3106 	1000    bad 
7173.9381 	1000    good
7245.1666 	1000    good
7304.844  	1000    bad 
7438.8984 	1000    bad
7472.4386 	1000    good
7488.8712 	1000    good
7535.7741 	1000    good
7544.0443 	1000    good
7724.6281 	1000    doublet
7728.82   	1000    doublet
7833.0303 	1000    good
7839.0546 	1000    doublet
7839.9893 	1000    doublet
7927.1177 	1000    good
7936.9961 	1000    good
7943.1814 	1000    doublet
7944.1411 	1000    doublet
8024.05   	1000    good
8041.76   	1000    good
8076.07   	1000    good
8082.4580 	1000    good
8093.11   	1000    good
8118.5492 	1000    good
8128.9108 	1000    good
8136.4057 	1000    good
