
6266.495        1000    good      
6304.7889       1000    bad
6334.4278       1000    good
6382.991        1000    6382
6402.246        1000    good
6416.307        1000    bad
6466.55         1000    good
6498.72         1000    good
6506.528        1000    good
6532.88         1000    good
6538.114        1000    good
6604.853        1000    good
6632.0837       1000    good
6643.697        1000    good
6652.092        1000    good
6660.6761       1000    bad
6664.051        1000    good
6678.276        1000    bad
6717.04         1000    good
6728.01         1000    good
6752.8335       1000    good
6756.1631       1000    bad
6766.611        1000    good
6827.2488       1000    good
6861.2688       1000    good
6871.289        1000    good
6879.5824       1000    good
6882.155        1000    bad
6929.467        1000    good
6937.664        1000    good
7024.0504       1000    good
7032.4131       1000    bad
7107.477        1000    good
7125.82         1000    good
7147.042        1000    good
7158.839        1000    good
7173.938        1000    good
7206.9804       1000    good
7245.17         1000    good
7272.936        1000    good

