5118.2023	1000    good
5125.7654	1000    good
5141.7827	1000    doublet
5145.3083	1000    doublet
5151.3907	1000    good
5162.2846	1000    doublet
5165.7728	1000    doublet
5176.2292	1000    doublet
5177.535  	1000    doublet	ArI
5187.7462	1000    good
5208.0700 	1000    good	ArI
5216.8139	1000    doublet
5218.2020	1000    doublet
5221.2710	1000    doublet
5241.0927	1000    good	ArI
5254.4648	1000    good
5373.4943 	1000    bad	ArI
5410.4730 	1000    bad	ArI
5421.3517	1000    bad
5439.9891	1000    good
5442.2427	1000    doublet
5443.6893	1000    doublet
5451.6520	1000    good
5457.4157	1000    bad
5467.1608	1000    good
5473.4516	1000    good
5490.1194	1000    doublet
5495.8738	1000    doublet
5498.1841	1000    doublet
5506.1128	1000    bad
5524.9570	1000    bad
5558.7020	1000    good
5572.5413	1000    doublet
5577.6845	1000    doublet
5581.8714	1000    good
5588.7200	1000    good
5597.4756	1000    good
5601.1216	1000    doublet
5606.7330	1000    doublet
5641.3751	1000    good
5648.6863	1000    bad
5650.7043	1000    good
5659.1272	1000    good
5681.9001	1000    bad
5691.6612	1000    good
5700.8730	1000    good
5738.3869	1000    doublet
5739.5196	1000    doublet
5772.1143	1000    doublet
5774.0087	1000    doublet
5783.5360	1000    good
5802.0798	1000    good
5834.2633	1000    good
5860.3103	1000    bad
5882.6242	1000    bad
5888.5841	1000    good
5912.0853	1000    doublet
5916.5992	1000    doublet
5927.1258	1000    doublet
5928.8130	1000    doublet
5942.6686	1000    good
5949.2583	1000    good
5971.6008	1000    good
