# This standard spectrum was made by Joe Hennawi by combining the
# Massey P., Strobel K., Barnes J.V., Anderson E. Astrophys. J. 328, 315 (1988)
# measurements with the Hamuy standards on the ESO webpage, i.e. 
# (Hamuy et al., PASP, 104, 533, 1992); 
#the second to wavelengths from 6000 to 10500A (Hamuy et al., PASP, 
# 106, 566, 1994). 
#http://www.eso.org/sci/observing/tools/standards/spectra/hamuystandards.html
# Note that the Massey data were presented in the Hayes-Latham system 
# system which I converted assuming they were AB mags. This probably 
# results in a small shift, but it matches on very well to the Hamuy data. 
#      LAM            FLAM (1d-16)
      5249.69       2645.7799
      5251.77       2629.1149
      5253.85       2619.7827
      5255.93       2624.9521
      5258.01       2615.6362
      5260.09       2608.7569
      5262.18       2604.2956
      5264.26       2623.8963
      5266.34       2646.0808
      5268.42       2653.7505
      5270.50       2644.3376
      5272.58       2634.9591
      5274.66       2635.3070
      5276.75       2623.5456
      5278.83       2619.0632
      5280.91       2650.9621
      5282.99       2648.8740
      5285.07       2627.3564
      5287.15       2610.8213
      5289.23       2606.3646
      5291.31       2616.3356
      5293.40       2614.2782
      5295.48       2621.8670
      5297.56       2629.4758
      5299.64       2629.8327
      5301.72       2608.4767
      5303.80       2592.0645
      5305.88       2585.2654
      5307.97       2592.7742
      5310.05       2605.0974
      5312.13       2619.8933
      5314.21       2625.0854
      5316.29       2620.6144
      5318.37       2599.3419
      5320.45       2585.3747
      5322.53       2576.2244
      5324.62       2574.2106
      5326.70       2572.1992
      5328.78       2598.7550
      5330.86       2601.5134
      5332.94       2589.9243
      5335.02       2566.5414
      5337.10       2555.1076
      5339.19       2548.4173
      5341.27       2555.8299
      5343.35       2577.4700
      5345.43       2580.2117
      5347.51       2561.6346
      5349.59       2543.1921
      5351.67       2538.8764
      5353.76       2534.5661
      5355.84       2537.2654
      5357.92       2537.6320
      5360.00       2535.6614
      5362.08       2536.0270
      5364.16       2529.3958
      5366.24       2525.1085
      5368.32       2525.4748
      5370.41       2528.1698
      5372.49       2549.5864
      5374.57       2571.1858
      5376.65       2576.3046
      5378.73       2567.2076
      5380.81       2558.1430
      5382.89       2570.3311
      5384.98       2565.9795
      5387.06       2549.8679
      5389.14       2538.5279
      5391.22       2550.6256
      5393.30       2555.7097
      5395.38       2551.3866
      5397.46       2540.0446
      5399.55       2526.4250
      5401.63       2529.1328
      5403.71       2543.5306
      5405.79       2555.6557
      5407.87       2546.6440
      5409.95       2551.7240
      5412.03       2559.1745
      5414.11       2557.2071
      5416.20       2543.5014
      5418.28       2522.8890
      5420.36       2520.9518
      5422.44       2525.9872
      5424.52       2531.0338
      5426.60       2508.2152
      5428.68       2499.3764
      5430.77       2495.1605
      5432.85       2495.5474
      5434.93       2486.7554
      5437.01       2494.0223
      5439.09       2492.1138
      5441.17       2481.0512
      5443.25       2463.2217
      5445.33       2461.3394
      5447.42       2470.8113
      5449.50       2468.9242
      5451.58       2451.1852
      5453.66       2431.3327
      5455.74       2427.2424
      5457.82       2436.5871
      5459.90       2441.4648
      5461.99       2448.6102
      5464.07       2444.4919
      5466.15       2438.1355
      5468.23       2436.2800
      5470.31       2429.9464
      5472.39       2428.0982
      5474.47       2415.1047
      5476.56       2406.6096
      5478.64       2413.6565
      5480.72       2420.7273
      5482.80       2434.5350
      5484.88       2439.4175
      5486.96       2430.8426
      5489.04       2422.2963
      5491.12       2418.2315
      5493.21       2416.3992
      5495.29       2410.1255
      5497.37       2437.3112
      5499.45       2455.7383
      5501.53       2460.6708
      5503.61       2445.2585
      5505.69       2443.4099
      5507.78       2452.8338
      5509.86       2469.1081
      5511.94       2469.5156
      5514.02       2458.5783
      5516.10       2449.9437
      5518.18       2450.3525
      5520.26       2437.2552
      5522.35       2421.9976
      5524.43       2417.9442
      5526.51       2411.6770
      5528.59       2392.1692
      5530.67       2372.8225
      5532.75       2360.1431
      5534.83       2362.7162
      5536.92       2369.6540
      5539.00       2380.9959
      5541.08       2381.3987
      5543.16       2370.8608
      5545.24       2358.1961
      5547.32       2360.7715
      5549.40       2367.7069
      5551.48       2387.8240
      5553.57       2410.3329
      5555.65       2433.0521
      5557.73       2442.4521
      5559.81       2445.1237
      5561.89       2434.3096
      5563.97       2414.6308
      5566.05       2395.1112
      5568.14       2380.1323
      5570.22       2373.9774
      5572.30       2370.0195
      5574.38       2368.2497
      5576.46       2383.9847
      5578.54       2386.5978
      5580.62       2387.0162
      5582.71       2389.6343
      5584.79       2385.6542
      5586.87       2368.5574
      5588.95       2351.5832
      5591.03       2349.8327
      5593.11       2361.0973
      5595.19       2365.8675
      5597.27       2359.7576
      5599.36       2353.6645
      5601.44       2351.9157
      5603.52       2354.5015
      5605.60       2363.6137
      5607.68       2368.3949
      5609.76       2366.6380
      5611.84       2362.7047
      5613.93       2356.6083
      5616.01       2348.3638
      5618.09       2350.9501
      5620.17       2355.7097
      5622.25       2347.4703
      5624.33       2330.6582
      5626.41       2320.3707
      5628.50       2310.1288
      5630.58       2306.2951
      5632.66       2296.1172
      5634.74       2277.5765
      5636.82       2263.3532
      5638.90       2255.4417
      5640.98       2255.8550
      5643.06       2250.0413
      5645.15       2246.3135
      5647.23       2248.7963
      5649.31       2261.6743
      5651.39       2283.0213
      5653.47       2296.0966
      5655.55       2294.4068
      5657.63       2282.1864
      5659.72       2284.7128
      5661.80       2278.8319
      5663.88       2275.0600
      5665.96       2273.3891
      5668.04       2267.5392
      5670.12       2261.7052
      5672.20       2249.6613
      5674.29       2235.6213
      5676.37       2219.6257
      5678.45       2222.0880
      5680.53       2224.5554
      5682.61       2224.9736
      5684.69       2219.2530
      5686.77       2217.6287
      5688.85       2211.9284
      5690.94       2208.2751
      5693.02       2198.5468
      5695.10       2198.9652
      5697.18       2209.5344
      5699.26       2228.3512
      5701.34       2222.6266
      5703.42       2221.0047
      5705.51       2221.4286
      5707.59       2219.8087
      5709.67       2214.1088
      5711.75       2212.4953
      5713.83       2219.0432
      5715.91       2219.4717
      5717.99       2205.6345
      5720.08       2206.0593
      5722.16       2218.7135
      5724.24       2229.3873
      5726.32       2227.7668
      5728.40       2217.9607
      5730.48       2212.2711
      5732.56       2204.5649
      5734.64       2194.8642
      5736.73       2195.2935
      5738.81       2199.7700
      5740.89       2204.2579
      5742.97       2206.7212
      5745.05       2213.2631
      5747.13       2215.7376
      5749.21       2220.2588
      5751.30       2222.7443
      5753.38       2208.8946
      5755.46       2203.2355
      5757.54       2209.7682
      5759.62       2218.3639
      5761.70       2212.6824
      5763.78       2200.9253
      5765.87       2185.2024
      5767.95       2173.5928
      5770.03       2168.0277
      5772.11       2168.4618
      5774.19       2168.8943
      5776.27       2167.3315
      5778.35       2151.8524
      5780.43       2142.3960
      5782.52       2146.7780
      5784.60       2153.1510
      5786.68       2153.5857
      5788.76       2144.1223
      5790.84       2138.6383
      5792.92       2129.2433
      5795.00       2129.6738
      5797.09       2136.0009
      5799.17       2140.3725
      5801.25       2138.8369
      5803.33       2135.3363
      5805.41       2137.7393
      5807.49       2132.2765
      5809.57       2140.5840
      5811.65       2150.9040
      5813.74       2167.2544
      5815.82       2181.7207
      5817.90       2190.2235
      5819.98       2186.6414
      5822.06       2193.1443
      5824.14       2197.6398
      5826.22       2206.2068
      5828.31       2202.6029
      5830.39       2194.9567
      5832.47       2179.2945
      5834.55       2171.7307
      5836.63       2168.1852
      5838.71       2156.6845
      5840.79       2139.3259
      5842.88       2124.0634
      5844.96       2122.5506
      5847.04       2128.8680
      5849.12       2131.2752
      5851.20       2118.0233
      5853.28       2104.8539
      5855.36       2103.3577
      5857.44       2103.7990
      5859.53       2100.3703
      5861.61       2089.2350
      5863.69       2070.5164
      5865.77       2057.6455
      5867.85       2048.6256
      5869.93       2032.1434
      5872.01       2010.2336
      5874.10       1983.0734
      5876.18       1959.8868
      5878.26       1960.3027
      5880.34       1973.4034
      5882.42       1977.4639
      5884.50       1970.6120
      5886.58       1956.5639
      5888.67       1931.9095
      5890.75       1919.9062
      5892.83       1916.7832
      5894.91       1920.7301
      5896.99       1922.9133
      5899.07       1939.3369
      5901.15       1961.3135
      5903.23       1987.1952
      5905.32       2011.5660
      5907.40       2034.3629
      5909.48       2044.1945
      5911.56       2054.0762
      5913.64       2060.2064
      5915.72       2043.6424
      5917.80       2019.7580
      5919.89       2001.6768
      5921.97       1996.5890
      5924.05       1991.5148
      5926.13       1990.1160
      5928.21       1996.0583
      5930.29       2011.2605
      5932.37       2011.7021
      5934.46       2004.7440
      5936.54       2018.1546
      5938.62       2027.9152
      5940.70       2013.4713
      5942.78       1997.2912
      5944.86       1988.5520
      5946.94       1994.4962
      5949.02       2005.9922
      5951.11       2002.7431
      5953.19       1993.9839
      5955.27       1979.7849
      5957.35       1980.2239
      5959.43       1982.4909
      5961.51       1981.1066
      5963.59       1970.6280
      5965.68       1952.9954
      5967.76       1928.4056
      5969.84       1918.2071
      5971.92       1927.4934
      5974.00       1938.6092
      5976.08       1940.8305
      5978.16       1939.4793
      5980.25       1938.1296
      5982.33       1942.1388
      5984.41       1960.5520
      5986.49       1975.4967
      5988.57       1979.5863
      5990.65       1960.0740
      5992.73       1935.3995
      5994.81       1926.9438
      5996.90       1930.9353
      5998.98       1934.9349
      6001.06       1922.9359
      6003.14       1905.7404
      6005.22       1890.4381
      6007.30       1889.1283
      6009.38       1898.2823
      6011.47       1907.4793
      6013.55       1909.6734
      6015.63       1904.8404
      6017.71       1907.0323
      6019.79       1923.3476
      6021.87       1941.5911
      6023.95       1943.8265
      6026.04       1926.4492
      6028.12       1921.5746
      6030.20       1918.4814
      6032.28       1915.3924
      6034.36       1901.7703
      6036.44       1891.7273
      6038.52       1885.2084
      6040.60       1882.1743
      6042.69       1887.8197
      6044.77       1893.4839
      6046.85       1895.6691
      6048.93       1896.1096
      6051.01       1893.0618
      6053.09       1895.2481
      6055.17       1893.9453
      6057.26       1885.6845
      6059.34       1874.0037
      6061.42       1874.4432
      6063.50       1869.7094
      6065.58       1856.4193
      6067.66       1831.3767
      6069.74       1821.7136
      6071.83       1813.7695
      6073.91       1812.5264
      6075.99       1816.2972
      6078.07       1828.4771
      6080.15       1828.9082
      6082.23       1822.6135
      6084.31       1819.6906
      6086.40       1838.6561
      6088.48       1844.1806
      6090.56       1834.4526
      6092.64       1808.0483
      6094.72       1800.1679
      6096.80       1803.9170
      6098.88       1814.3459
      6100.96       1823.1563
      6103.05       1832.0084
      6105.13       1837.5163
      6107.21       1832.8848
      6109.29       1818.1906
      6111.37       1806.9385
      6113.45       1814.0432
      6115.53       1824.5341
      6117.62       1824.9735
      6119.70       1813.6809
      6121.78       1815.7894
      6123.86       1824.6115
      6125.94       1831.7882
      6128.02       1825.4929
      6130.10       1814.1991
      6132.18       1804.6395
      6134.27       1798.4384
      6136.35       1792.2589
      6138.43       1779.5338
      6140.51       1766.8992
      6142.59       1754.3548
      6144.67       1746.7201
      6146.75       1742.3251
      6148.84       1745.9620
      6150.92       1751.2218
      6153.00       1754.8782
      6155.08       1747.2433
      6157.16       1739.6417
      6159.24       1732.0719
      6161.32       1729.3094
      6163.41       1728.1417
      6165.49       1722.2097
      6167.57       1711.5634
      6169.65       1700.9819
      6171.73       1699.8350
      6173.81       1701.8206
      6175.89       1705.3798
      6177.97       1708.9468
      6180.06       1710.9443
      6182.14       1712.9450
      6184.22       1711.7921
      6186.30       1709.0648
      6188.38       1717.3807
      6190.46       1732.1064
      6192.54       1748.5676
      6194.63       1763.5618
      6196.71       1772.1426
      6198.79       1769.3236
      6200.87       1756.7730
      6202.95       1737.8963
      6205.03       1735.1329
      6207.11       1732.3724
      6209.20       1724.8451
      6211.28       1711.0350
      6213.36       1695.7739
      6215.44       1689.9622
      6217.52       1695.0652
      6219.60       1706.4573
      6221.68       1705.3159
      6223.76       1702.6073
      6225.85       1703.0361
      6227.93       1705.0359
      6230.01       1700.7611
      6232.09       1694.9365
      6234.17       1689.1310
      6236.25       1684.8971
      6238.33       1688.4310
      6240.42       1684.1999
      6242.50       1672.2606
      6244.58       1655.8246
      6246.66       1639.5519
      6248.74       1623.4378
      6250.82       1622.3570
      6252.90       1633.2663
      6254.98       1648.8010
      6257.07       1653.7853
      6259.15       1657.2588
      6261.23       1662.2696
      6263.31       1664.2274
      6265.39       1658.5338
      6267.47       1645.2646
      6269.55       1629.0981
      6271.64       1614.5778
      6273.72       1606.0933
      6275.80       1588.8494
      6277.88       1570.3438
      6279.96       1557.7818
      6282.04       1556.7497
      6284.12       1555.7187
      6286.21       1554.6887
      6288.29       1553.6595
      6290.37       1564.1147
      6292.45       1586.2847
      6294.53       1613.2214
      6296.61       1634.5827
      6298.69       1631.9981
      6300.77       1626.4197
      6302.86       1622.3545
      6304.94       1622.7780
      6307.02       1621.7074
      6309.10       1631.1197
      6311.18       1643.6118
      6313.26       1656.2002
      6315.34       1659.6885
      6317.43       1660.1242
      6319.51       1659.0308
      6321.59       1657.9385
      6323.67       1646.1997
      6325.75       1630.0336
      6327.83       1618.4928
      6329.91       1612.9655
      6332.00       1611.9052
      6334.08       1606.4010
      6336.16       1602.3916
      6338.24       1602.8153
      6340.32       1606.1943
      6342.40       1602.1863
      6344.48       1599.6620
      6346.56       1597.1408
      6348.65       1593.1565
      6350.73       1596.5179
      6352.81       1608.7521
      6354.89       1622.5746
      6356.97       1627.4970
      6359.05       1599.6905
      6361.13       1581.0720
      6363.22       1571.3297
      6365.30       1573.1972
      6367.38       1573.6180
      6369.46       1568.2504
      6371.54       1562.9011
      6373.62       1559.0064
      6375.70       1549.4032
      6377.79       1548.3921
      6379.87       1551.6639
      6381.95       1553.5107
      6384.03       1543.9413
      6386.11       1534.4328
      6388.19       1532.0208
      6390.27       1536.6747
      6392.35       1555.6040
      6394.44       1568.9748
      6396.52       1573.7424
      6398.60       1569.8244
      6400.68       1567.3587
      6402.76       1566.3401
      6404.84       1571.0992
      6406.92       1578.7798
      6409.01       1589.4221
      6411.09       1584.0084
      6413.17       1578.6123
      6415.25       1573.2346
      6417.33       1572.2141
      6419.41       1565.4174
      6421.49       1560.0858
      6423.58       1557.6404
      6425.66       1562.3766
      6427.74       1559.9268
      6429.82       1558.9173
      6431.90       1562.2194
      6433.98       1572.7552
      6436.06       1577.5390
      6438.15       1572.1686
      6440.23       1562.4945
      6442.31       1554.3107
      6444.39       1541.9032
      6446.47       1539.4899
      6448.55       1545.5978
      6450.63       1561.7656
      6452.71       1563.6371
      6454.80       1561.1896
      6456.88       1557.3121
      6458.96       1554.8755
      6461.04       1559.6099
      6463.12       1560.0411
      6465.20       1550.4456
      6467.28       1533.8281
      6469.37       1520.1879
      6471.45       1517.8123
      6473.53       1519.6329
      6475.61       1522.8574
      6477.69       1526.0901
      6479.77       1532.1498
      6481.85       1533.9888
      6483.94       1530.1830
      6486.02       1517.9745
      6488.10       1512.8157
      6490.18       1507.6735
      6492.26       1503.9344
      6494.34       1509.9081
      6496.42       1521.5005
      6498.50       1524.7336
      6500.59       1522.3541
      6502.67       1515.7854
      6504.75       1503.6945
      6506.83       1497.2069
      6508.91       1500.3900
      6510.99       1517.4915
      6513.07       1523.5217
      6515.16       1521.1464
      6517.24       1514.5850
      6519.32       1502.5060
      6521.40       1491.8972
      6523.48       1484.0962
      6525.56       1476.3352
      6527.64       1468.6148
      6529.73       1460.9352
      6531.81       1453.2961
      6533.89       1448.3624
      6535.97       1448.7744
      6538.05       1461.2493
      6540.13       1465.7089
      6542.21       1459.3904
      6544.29       1442.4313
      6546.38       1415.2029
      6548.46       1389.7691
      6550.54       1366.0504
      6552.62       1346.4511
      6554.70       1324.6914
      6556.78       1304.4848
      6558.86       1278.6846
      6560.95       1246.4877
      6563.03       1211.7477
      6565.11       1204.3065
      6567.19       1224.7902
      6569.27       1268.7798
      6571.35       1324.0704
      6573.43       1360.3050
      6575.52       1373.2865
      6577.60       1369.8920
      6579.68       1370.2862
      6581.76       1380.8196
      6583.84       1391.4327
      6585.92       1403.4202
      6588.00       1424.6658
      6590.08       1436.9403
      6592.17       1442.6615
      6594.25       1445.7406
      6596.33       1452.8342
      6598.41       1462.6561
      6600.49       1465.7773
      6602.57       1463.5054
      6604.65       1457.2053
      6606.74       1463.0080
      6608.82       1470.1894
      6610.90       1473.3296
      6612.98       1466.9869
      6615.06       1463.3658
      6617.14       1465.1418
      6619.22       1470.9791
      6621.30       1478.2016
      6623.39       1493.6908
      6625.47       1496.8817
      6627.55       1489.0684
      6629.63       1474.4912
      6631.71       1470.8540
      6633.79       1472.6414
      6635.87       1474.4309
      6637.96       1477.5839
      6640.04       1475.2978
      6642.12       1475.7324
      6644.20       1485.7142
      6646.28       1499.9039
      6648.36       1497.5844
      6650.44       1487.0291
      6652.53       1476.5482
      6654.61       1472.9093
      6656.69       1476.0603
      6658.77       1471.0683
      6660.85       1459.3560
      6662.93       1447.7385
      6665.01       1442.8417
      6667.09       1437.9621
      6669.18       1427.8293
      6671.26       1413.8559
      6673.34       1407.7786
      6675.42       1400.4366
      6677.50       1385.4563
      6679.58       1366.8540
      6681.66       1353.4786
      6683.75       1362.6397
      6685.83       1380.7351
      6687.91       1402.9435
      6689.99       1424.1957
      6692.07       1445.7710
      6694.15       1466.3221
      6696.23       1478.9702
      6698.32       1480.7762
      6700.40       1466.2901
      6702.48       1453.2816
      6704.56       1444.3759
      6706.64       1443.4797
      6708.72       1449.2430
      6710.80       1455.0296
      6712.88       1460.8396
      6714.97       1466.6716
      6717.05       1463.0656
      6719.13       1450.0893
      6721.21       1435.9047
      6723.29       1424.4819
      6725.37       1423.6002
      6727.45       1427.9704
      6729.54       1432.3542
      6731.62       1436.7528
      6733.70       1442.4914
      6735.78       1444.2591
      6737.86       1440.7094
      6739.94       1433.2056
      6742.02       1438.9309
      6744.10       1446.0126
      6746.19       1450.4539
      6748.27       1448.2255
      6750.35       1442.0095
      6752.43       1441.1205
      6754.51       1440.2324
      6756.59       1438.0210
      6758.67       1433.1696
      6760.76       1425.7065
      6762.84       1416.9774
      6764.92       1409.5990
      6767.00       1415.2347
      6769.08       1423.5126
      6771.16       1423.9477
      6773.24       1415.2309
      6775.33       1400.1047
      6777.41       1394.0985
      6779.49       1399.6738
      6781.57       1409.1601
      6783.65       1418.7099
      6785.73       1419.1467
      6787.81       1420.8911
      6789.90       1429.2050
      6791.98       1448.1997
      6794.06       1458.0153
      6796.14       1447.7583
      6798.22       1428.3351
      6800.30       1406.5796
      6802.38       1392.8309
      6804.46       1390.6982
      6806.55       1398.8374
      6808.63       1413.5192
      6810.71       1427.0398
      6812.79       1428.7974
      6814.87       1430.5572
      6816.95       1436.2831
      6819.03       1450.0226
      6821.12       1462.5468
      6823.20       1460.3099
      6825.28       1442.0486
      6827.36       1405.7732
      6829.44       1372.9360
      6831.52       1358.2688
      6833.60       1362.4514
      6835.69       1381.8358
      6837.77       1397.6299
      6839.85       1403.2270
      6841.93       1401.0817
      6844.01       1393.7960
      6846.09       1390.3854
      6848.17       1397.2411
      6850.25       1406.7183
      6852.34       1404.5705
      6854.42       1374.2933
      6856.50       1350.8771
      6858.58       1333.9896
      6860.66       1322.1739
      6862.74       1285.3614
      6864.82       1233.5648
      6866.91       1179.5015
      6868.99       1135.1027
      6871.07       1127.1248
      6873.15       1141.0621
      6875.23       1168.0083
      6877.31       1202.2180
      6879.39       1234.0151
      6881.48       1251.5773
      6883.56       1257.7514
      6885.64       1254.6780
      6887.72       1256.2316
      6889.80       1265.9227
      6891.88       1275.6901
      6893.96       1278.4466
      6896.04       1276.4994
      6898.13       1274.5544
      6900.21       1270.2716
      6902.29       1266.0025
      6904.37       1266.4044
      6906.45       1266.8079
      6908.53       1268.3790
      6910.61       1274.6401
      6912.70       1293.9744
      6914.78       1324.5374
      6916.86       1353.3274
      6918.94       1376.3902
      6921.02       1384.4597
      6923.10       1378.5396
      6925.18       1363.8228
      6927.27       1343.0648
      6929.35       1322.6232
      6931.43       1314.5450
      6933.51       1314.9657
      6935.59       1322.6767
      6937.67       1335.3446
      6939.75       1343.1756
      6941.83       1344.8453
      6943.92       1341.5658
      6946.00       1333.3722
      6948.08       1321.5734
      6950.16       1324.4367
      6952.24       1335.8904
      6954.32       1347.4447
      6956.40       1355.3486
      6958.49       1367.0716
      6960.57       1380.1661
      6962.65       1395.9564
      6964.73       1408.0315
      6966.81       1409.7846
      6968.89       1399.8880
      6970.97       1382.4001
      6973.06       1372.6962
      6975.14       1378.2098
      6977.22       1387.5744
      6979.30       1391.8649
      6981.38       1379.5524
      6983.46       1357.3104
      6985.54       1341.5915
      6987.62       1337.0925
      6989.71       1348.6611
      6991.79       1359.0774
      6993.87       1367.0539
      6995.95       1373.8122
      6998.03       1378.0626
      7000.11       1379.7822
      7002.19       1382.7779
      7004.28       1385.7804
      7006.36       1383.6816
      7008.44       1362.6310
      7010.52       1349.3365
      7012.60       1348.5356
      7014.68       1358.9535
      7016.76       1353.1533
      7018.85       1344.8986
      7020.93       1337.9258
      7023.01       1334.6721
      7025.09       1327.7528
      7027.17       1317.2243
      7029.25       1307.9841
      7031.33       1304.8045
      7033.41       1322.1724
      7035.50       1343.4804
      7037.58       1360.1112
      7039.66       1360.5587
      7041.74       1338.6309
      7043.82       1331.6930
      7045.90       1332.1320
      7047.98       1338.7237
      7050.07       1333.0136
      7052.15       1330.9999
      7054.23       1328.9896
      7056.31       1324.5416
      7058.39       1315.2534
      7060.47       1303.6261
      7062.55       1289.7251
      7064.63       1274.7975
      7066.72       1265.8590
      7068.80       1265.1136
      7070.88       1276.0684
      7072.96       1300.2242
      7075.04       1324.8375
      7077.12       1326.4995
      7079.20       1322.0624
      7081.29       1320.0684
      7083.37       1329.0501
      7085.45       1335.6294
      7087.53       1341.0067
      7089.61       1345.1657
      7091.69       1348.0962
      7093.77       1349.7893
      7095.86       1356.4737
      7097.94       1363.1901
      7100.02       1354.8836
      7102.10       1341.6748
      7104.18       1333.4986
      7106.26       1327.8170
      7108.34       1325.8173
      7110.42       1337.3021
      7112.51       1342.6887
      7114.59       1341.9032
      7116.67       1328.8228
      7118.75       1312.2399
      7120.83       1309.0594
      7122.91       1313.1230
      7124.99       1318.4136
      7127.08       1321.2899
      7129.16       1318.0872
      7131.24       1308.8521
      7133.32       1296.0968
      7135.40       1294.1478
      7137.48       1294.5853
      7139.56       1298.6058
      7141.65       1302.6389
      7143.73       1297.0929
      7145.81       1293.9518
      7147.89       1288.4430
      7149.97       1281.7766
      7152.05       1277.4955
      7154.13       1282.6455
      7156.21       1291.3793
      7158.30       1296.5857
      7160.38       1285.1351
      7162.46       1269.1021
      7164.54       1255.5787
      7166.62       1244.4909
      7168.70       1232.3651
      7170.78       1224.8627
      7172.87       1217.4052
      7174.95       1206.6552
      7177.03       1188.3143
      7179.11       1175.6543
      7181.19       1166.3467
      7183.27       1160.3151
      7185.35       1153.2527
      7187.44       1162.1785
      7189.52       1170.0961
      7191.60       1171.5748
      7193.68       1162.3007
      7195.76       1153.1004
      7197.84       1151.3732
      7199.92       1150.7075
      7202.00       1145.8138
      7204.09       1152.5587
      7206.17       1171.1487
      7208.25       1188.9436
      7210.33       1193.7420
      7212.41       1195.2528
      7214.49       1200.0772
      7216.57       1208.2543
      7218.66       1215.3683
      7220.74       1211.3169
      7222.82       1210.6190
      7224.90       1213.2684
      7226.98       1219.2897
      7229.06       1216.3453
      7231.14       1214.5256
      7233.23       1206.0260
      7235.31       1189.8900
      7237.39       1170.7304
      7239.47       1163.6098
      7241.55       1160.8009
      7243.63       1159.0654
      7245.71       1163.7467
      7247.79       1174.9215
      7249.88       1182.9314
      7251.96       1184.4322
      7254.04       1172.8996
      7256.12       1156.1440
      7258.20       1142.7804
      7260.28       1134.7854
      7262.36       1135.1796
      7264.45       1148.1956
      7266.53       1168.8716
      7268.61       1191.0173
      7270.69       1205.7835
      7272.77       1205.0936
      7274.85       1199.9753
      7276.93       1189.3889
      7279.02       1170.2414
      7281.10       1160.9859
      7283.18       1156.0558
      7285.26       1154.3322
      7287.34       1157.9308
      7289.42       1170.1313
      7291.50       1179.1974
      7293.58       1183.9645
      7295.67       1185.4706
      7297.75       1188.0730
      7299.83       1186.3020
      7301.91       1182.3541
      7303.99       1179.5057
      7306.07       1174.4990
      7308.15       1171.6701
      7310.24       1173.1619
      7312.32       1177.9063
      7314.40       1179.4064
      7316.48       1184.1763
      7318.56       1190.0609
      7320.64       1195.9757
      7322.72       1196.3967
      7324.81       1194.6168
      7326.89       1189.5469
      7328.97       1184.4999
      7331.05       1183.8273
      7333.13       1189.7123
      7335.21       1196.7282
      7337.29       1200.4634
      7339.38       1196.4718
      7341.46       1193.5930
      7343.54       1194.0161
      7345.62       1196.6406
      7347.70       1197.0653
      7349.78       1194.1857
      7351.86       1190.2162
      7353.94       1187.3536
      7356.03       1185.5887
      7358.11       1180.5612
      7360.19       1179.8935
      7362.27       1183.5785
      7364.35       1187.2764
      7366.43       1187.6984
      7368.51       1184.8432
      7370.60       1179.8198
      7372.68       1169.4198
      7374.76       1173.0735
      7376.84       1175.6558
      7378.92       1174.9926
      7381.00       1170.0110
      7383.08       1180.1715
      7385.17       1187.1353
      7387.25       1188.6540
      7389.33       1184.7072
      7391.41       1186.2231
      7393.49       1192.1246
      7395.57       1194.7506
      7397.65       1192.9787
      7399.73       1186.8294
      7401.82       1185.0705
      7403.90       1188.7756
      7405.98       1197.9969
      7408.06       1216.2188
      7410.14       1216.6561
      7412.22       1208.1585
      7414.30       1195.3080
      7416.39       1189.1481
      7418.47       1192.8683
      7420.55       1203.2308
      7422.63       1214.8011
      7424.71       1216.3585
      7426.79       1207.8644
      7428.87       1199.4296
      7430.95       1192.1521
      7433.04       1184.9177
      7435.12       1178.8131
      7437.20       1171.6612
      7439.28       1159.2009
      7441.36       1139.5040
      7443.44       1124.2762
      7445.52       1130.9155
      7447.61       1149.1778
      7449.69       1163.4414
      7451.77       1154.2558
      7453.85       1145.1421
      7455.93       1143.4497
      7458.01       1155.5125
      7460.09       1169.8557
      7462.18       1178.9351
      7464.26       1180.4499
      7466.34       1174.3713
      7468.42       1160.8157
      7470.50       1145.3054
      7472.58       1134.1727
      7474.66       1129.3730
      7476.74       1141.2890
      7478.83       1161.8596
      7480.91       1184.9829
      7482.99       1204.1216
      7485.07       1205.6718
      7487.15       1187.3734
      7489.23       1165.0541
      7491.31       1145.2619
      7493.40       1139.3667
      7495.48       1139.7827
      7497.56       1143.3552
      7499.64       1146.9381
      7501.72       1145.2460
      7503.80       1146.7211
      7505.88       1154.5614
      7507.97       1164.5986
      7510.05       1169.3260
      7512.13       1160.0981
      7514.21       1150.9433
      7516.29       1146.0763
      7518.37       1149.6692
      7520.45       1152.2126
      7522.53       1148.3972
      7524.62       1140.3859
      7526.70       1131.3888
      7528.78       1139.1252
      7530.86       1147.9730
      7532.94       1152.6337
      7535.02       1144.5937
      7537.10       1123.0827
      7539.19       1111.1482
      7541.27       1106.4504
      7543.35       1106.8594
      7545.43       1101.1659
      7547.51       1088.4617
      7549.59       1075.9043
      7551.67       1067.4178
      7553.75       1083.6644
      7555.84       1092.0834
      7557.92       1098.5416
      7560.00       1106.0561
      7562.08       1127.0365
      7564.16       1133.7021
      7566.24       1128.9121
      7568.32       1114.8617
      7570.41       1107.0882
      7572.49       1106.4796
      7574.57       1108.9317
      7576.65       1108.3226
      7578.73       1099.5825
      7580.81       1086.8992
      7582.89       1070.4109
      7584.98       1044.5089
      7587.06       999.70954
      7589.14       937.63951
      7591.22       859.40479
      7593.30       769.76739
      7595.38       670.07218
      7597.46       573.16985
      7599.54       491.63826
      7601.63       426.78336
      7603.71       381.21480
      7605.79       373.36389
      7607.87       390.38628
      7609.95       428.99959
      7612.03       485.53375
      7614.11       539.48805
      7616.20       581.49283
      7618.28       605.21165
      7620.36       605.99624
      7622.44       584.83411
      7624.52       563.89123
      7626.60       549.23512
