# This standard spectrum was made by Joe Hennawi by combining the
# http://www.ing.iac.es/Astronomy/observing/manuals/html_manuals/tech_notes/tn065-100/w1346a.oke spectrum which extends to 10640
# with the higher resolution spectrum on NAOJ website
# http://www.naoj.org/Observing/Instruments/FOCAS/Detail/UsersGuide/Observing/StandardStar/Spec/PLOTDATA/data/wolf1346.dat
# both of these files were in AB magnitudes. 
#      LAM            FLAM (1d-16)
      5389.40       918.20510
      5391.48       921.73114
      5393.56       926.12377
      5395.65       927.96998
      5397.73       928.96357
      5399.81       933.39081
      5401.89       937.84015
      5403.98       930.23775
      5406.06       921.84811
      5408.14       925.39032
      5410.22       927.23596
      5412.30       918.87439
      5414.39       909.74970
      5416.47       903.20840
      5418.55       894.24057
      5420.63       893.55380
      5422.72       896.98899
      5424.80       900.43700
      5426.88       898.91823
      5428.96       895.75020
      5431.05       895.88849
      5433.13       896.85240
      5435.21       903.62457
      5437.29       907.93595
      5439.37       900.58107
      5441.46       888.36295
      5443.54       888.50088
      5445.62       896.03669
      5447.70       895.35181
      5449.79       892.19893
      5451.87       889.87687
      5453.95       879.42386
      5456.03       869.89489
      5458.11       864.44140
      5460.20       862.98659
      5462.28       866.30922
      5464.36       875.26970
      5466.44       878.64017
      5468.53       873.13222
      5470.61       857.33263
      5472.69       848.04498
      5474.77       850.52759
      5476.85       863.29300
      5478.94       869.81709
      5481.02       868.35653
      5483.10       860.53369
      5485.18       849.64658
      5487.27       845.10090
      5489.35       848.35771
      5491.43       854.77058
      5493.51       862.81993
      5495.60       856.62548
      5497.68       850.47570
      5499.76       847.48754
      5501.84       841.40400
      5503.92       835.36422
      5506.01       832.42908
      5508.09       833.33330
      5510.17       834.23888
      5512.25       832.84160
      5514.34       832.21286
      5516.42       836.19252
      5518.50       839.41852
      5520.58       841.10642
      5522.67       842.79729
      5524.75       838.29331
      5526.83       830.74630
      5528.91       827.06816
      5530.99       828.73255
      5533.08       833.46505
      5535.16       832.07114
      5537.24       826.86367
      5539.32       823.20331
      5541.41       821.07093
      5543.49       821.21064
      5545.57       817.57656
      5547.65       815.45889
      5549.73       811.10371
      5551.82       806.77154
      5553.90       802.46255
      5555.98       804.82061
      5558.06       804.95895
      5560.15       803.61543
      5562.23       800.06105
      5564.31       796.52203
      5566.39       798.86435
      5568.48       813.85717
      5570.56       823.80303
      5572.64       823.94642
      5574.72       815.78239
      5576.80       811.42791
      5578.89       809.33012
      5580.97       813.95728
      5583.05       812.60107
      5585.13       800.11724
      5587.22       791.46179
      5589.30       791.60061
      5591.38       795.39497
      5593.46       795.53475
      5595.54       786.20502
      5597.63       777.70124
      5599.71       774.97857
      5601.79       775.83016
      5603.87       779.55008
      5605.96       786.17902
      5608.04       786.31887
      5610.12       780.68570
      5612.20       781.54468
      5614.29       783.12618
      5616.37       785.43379
      5618.45       787.74893
      5620.53       792.25683
      5622.61       785.85799
      5624.70       776.64488
      5626.78       768.24735
      5628.86       763.44813
      5630.94       764.29065
      5633.03       765.83845
      5635.11       765.27251
      5637.19       764.00375
      5639.27       772.63517
      5641.35       779.20898
      5643.44       777.20110
      5645.52       770.92631
      5647.60       760.48832
      5649.68       760.62847
      5651.77       765.68868
      5653.85       772.91649
      5655.93       773.77131
      5658.01       769.64933
      5660.10       769.79137
      5662.18       771.35392
      5664.26       771.49740
      5666.34       770.22050
      5668.42       762.59829
      5670.51       750.89106
      5672.59       742.77646
      5674.67       748.40953
      5676.75       754.08540
      5678.84       755.61772
      5680.92       751.59457
      5683.00       745.53080
      5685.08       742.92886
      5687.16       744.43933
      5689.25       749.39548
      5691.33       749.53762
      5693.41       745.54799
      5695.49       737.49278
      5697.58       732.21775
      5699.66       734.38393
      5701.74       737.91389
      5703.82       740.77894
      5705.90       743.65528
      5707.99       746.54287
      5710.07       741.20429
      5712.15       735.22649
      5714.23       734.01482
      5716.32       734.83233
      5718.40       733.62096
      5720.48       733.76282
      5722.56       736.61347
      5724.65       735.39974
      5726.73       729.46994
      5728.81       724.92296
      5730.89       724.39632
      5732.97       729.89533
      5735.06       738.15133
      5737.14       737.61552
      5739.22       733.01808
      5741.30       729.12087
      5743.39       727.92194
      5745.47       721.38979
      5747.55       714.91595
      5749.63       709.15399
      5751.71       706.03494
      5753.80       704.22501
      5755.88       705.01363
      5757.96       709.71352
      5760.04       715.10366
      5762.13       713.92934
      5764.21       711.44501
      5766.29       708.96940
      5768.37       712.38395
      5770.46       713.83908
      5772.54       715.95753
      5774.62       718.08166
      5776.70       718.88706
      5778.78       719.69344
      5780.87       718.51340
      5782.95       717.33474
      5785.03       720.79111
      5787.11       723.59713
      5789.20       722.41081
      5791.28       715.93224
      5793.36       710.82012
      5795.44       709.65514
      5797.52       707.18864
      5799.61       698.91388
      5801.69       692.64646
      5803.77       695.34438
      5805.85       703.86339
      5807.94       710.52130
      5810.02       715.26268
      5812.10       714.75019
      5814.18       707.03896
      5816.27       695.55619
      5818.35       688.05233
      5820.43       687.56018
      5822.51       691.51239
      5824.59       697.41204
      5826.68       705.30799
      5828.76       711.32590
      5830.84       706.24977
      5832.92       697.98831
      5835.01       691.09553
      5837.09       689.33168
      5839.17       694.57370
      5841.25       689.61807
      5843.33       683.43806
      5845.42       688.00229
      5847.50       693.23487
      5849.58       690.19363
      5851.66       685.90181
      5853.75       682.89363
      5855.83       679.27258
      5857.91       675.67099
      5859.99       675.19081
      5862.08       672.84943
      5864.16       668.66648
      5866.24       666.34801
      5868.32       665.87510
      5870.40       667.85864
      5872.49       670.46569
      5874.57       668.14162
      5876.65       660.32999
      5878.73       653.81253
      5880.82       650.94659
      5882.90       652.28592
      5884.98       659.67612
      5887.06       673.32300
      5889.15       687.25222
      5891.23       692.48289
      5893.31       686.28127
      5895.39       675.14214
      5897.47       663.57287
      5899.56       658.84312
      5901.64       660.20007
      5903.72       664.00167
      5905.80       665.98238
      5907.89       660.62717
      5909.97       655.91915
      5912.05       653.64910
      5914.13       653.18885
      5916.21       652.72918
      5918.30       650.46997
      5920.38       645.83519
      5922.46       646.57098
      5924.54       649.69735
      5926.63       645.66260
      5928.71       641.65371
      5930.79       631.82293
      5932.87       640.16313
      5934.95       640.89348
      5937.04       633.98831
      5939.12       627.15771
      5941.20       624.98876
      5943.28       625.70239
      5945.37       631.63090
      5947.45       639.38013
      5949.53       647.22476
      5951.61       647.96496
      5953.70       638.62736
      5955.78       633.49563
      5957.86       634.22000
      5959.94       640.23103
      5962.02       638.01834
      5964.11       634.05962
      5966.19       628.96529
      5968.27       622.76403
      5970.35       616.62402
      5972.44       617.33070
      5974.52       620.31872
      5976.60       623.32205
      5978.68       627.49413
      5980.76       629.37157
      5982.85       627.77609
      5984.93       624.45698
      5987.01       620.01236
      5989.09       618.44116
      5991.18       616.87403
      5993.26       613.61313
      5995.34       612.62269
      5997.42       616.15716
      5999.51       616.29653
      6001.59       613.60437
      6003.67       610.92406
      6005.75       611.62609
      6007.83       615.72193
      6009.92       621.56125
      6012.00       628.61222
      6014.08       627.02103
      6016.16       620.84232
      6018.25       612.46432
      6020.33       605.31333
      6022.41       603.22620
      6024.49       603.92058
      6026.57       605.73068
      6028.66       608.10635
      6030.74       613.87436
      6032.82       614.01609
      6034.90       614.15760
      6036.99       615.43226
      6039.07       616.70978
      6041.15       610.63443
      6043.23       601.84111
      6045.32       594.26856
      6047.40       593.85946
      6049.48       601.15247
      6051.56       606.29750
      6053.64       606.99747
      6055.73       600.46587
      6057.81       595.64789
      6059.89       590.32493
      6061.97       584.51086
      6064.06       578.22176
      6066.14       579.95746
      6068.22       583.84582
      6070.30       588.84343
      6072.38       592.24578
      6074.47       590.20715
      6076.55       593.07084
      6078.63       597.04788
      6080.71       598.84102
      6082.80       595.13347
      6084.88       593.63121
      6086.96       591.04380
      6089.04       585.76393
      6091.12       581.06608
      6093.21       577.46918
      6095.29       576.01274
      6097.37       576.14945
      6099.45       574.69669
      6101.54       575.36327
      6103.62       578.15728
      6105.70       582.57199
      6107.78       584.86215
      6109.87       587.16134
      6111.95       591.64537
      6114.03       593.42442
      6116.11       585.42296
      6118.19       579.12746
      6120.28       577.13648
      6122.36       576.21325
      6124.44       572.64792
      6126.52       572.78621
      6128.61       572.92425
      6130.69       573.06290
      6132.77       572.67381
      6134.85       571.75807
      6136.94       573.47940
      6139.02       575.73522
      6141.10       576.40612
      6143.18       569.68401
      6145.26       567.20421
      6147.35       567.86548
      6149.43       571.15154
      6151.51       571.29049
      6153.59       568.28084
      6155.68       561.13754
      6157.76       553.57393
      6159.84       553.19968
      6161.92       555.88915
      6164.00       554.49139
      6166.09       551.57094
      6168.17       552.72378
      6170.25       559.00390
      6172.33       562.24009
      6174.42       561.86089
      6176.50       557.87368
      6178.58       559.04050
      6180.66       560.20979
      6182.75       558.80228
      6184.83       554.32632
      6186.91       547.36033
      6188.99       544.47885
      6191.07       541.61261
      6193.16       537.77020
      6195.24       534.93948
      6197.32       538.03781
      6199.40       543.15133
      6201.49       547.80913
      6203.57       549.46179
      6205.65       547.57840
      6207.73       547.21112
      6209.81       548.35693
      6211.90       546.98090
      6213.98       547.11829
      6216.06       543.73840
      6218.14       537.89717
      6220.23       530.16159
      6222.31       531.76263
      6224.39       531.89627
      6226.47       530.07386
      6228.56       526.31520
      6230.64       527.41894
      6232.72       527.55241
      6234.80       526.71461
      6236.88       524.91042
      6238.97       523.11305
      6241.05       523.72775
      6243.13       523.86051
      6245.21       522.54780
      6247.30       517.41192
      6249.38       517.54379
      6251.46       519.10791
      6253.54       519.24046
      6255.62       514.13748
      6257.71       511.90610
      6259.79       512.03673
      6261.87       515.00589
      6263.95       518.46994
      6266.04       515.74477
      6268.12       511.61882
      6270.20       509.86813
      6272.28       513.77079
      6274.37       512.01298
      6276.45       507.44953
      6278.53       503.39049
      6280.61       502.59344
      6282.69       504.57868
      6284.78       507.03851
      6286.86       505.30490
      6288.94       499.41987
      6291.02       494.96890
      6293.11       494.64144
      6295.19       496.59603
      6297.27       499.93794
      6299.35       504.23032
      6301.43       503.43314
      6303.52       504.02816
      6305.60       506.95319
      6307.68       512.24905
      6309.76       512.85475
      6311.85       508.75423
      6313.93       500.98140
      6316.01       491.96613
      6318.09       489.38291
      6320.17       492.22381
      6322.26       497.36646
      6324.34       503.95324
      6326.42       503.62153
      6328.50       498.67635
      6330.59       491.96364
      6332.67       486.23629
      6334.75       486.81250
      6336.83       488.73824
      6338.92       490.67162
      6341.00       492.15916
      6343.08       494.56140
      6345.16       495.60449
      6347.24       495.27934
      6349.33       493.58876
      6351.41       490.99871
      6353.49       491.58202
      6355.57       493.07303
      6357.66       494.11363
      6359.74       491.97394
      6361.82       491.65201
      6363.90       491.78318
      6365.98       494.18479
      6368.07       497.97231
      6370.15       498.56478
      6372.23       494.58112
      6374.31       489.72658
      6376.40       488.95646
      6378.48       488.63731
      6380.56       487.86865
      6382.64       488.89956
      6384.73       491.74084
      6386.81       485.57115
      6388.89       477.71626
      6390.97       473.02808
      6393.05       473.59156
      6395.14       479.86734
      6397.22       483.54659
      6399.30       483.67701
      6401.38       480.69883
      6403.47       479.06056
      6405.55       483.17906
      6407.63       486.43627
      6409.71       487.01656
      6411.79       482.68256
      6413.88       480.59505
      6415.96       482.05617
      6418.04       484.41286
      6420.12       485.88529
      6422.21       478.02697
      6424.29       474.20994
      6426.37       471.72528
      6428.45       468.82193
      6430.54       463.36858
      6432.62       461.36545
      6434.70       460.64273
      6436.78       460.34472
      6438.86       461.74493
      6440.95       462.72328
      6443.03       462.42428
      6445.11       460.42621
      6447.19       459.28172
      6449.28       458.56285
      6451.36       457.42359
      6453.44       456.28682
      6455.52       458.51961
      6457.60       460.33903
      6459.69       460.04236
      6461.77       458.05537
      6463.85       453.56346
      6465.93       447.87627
      6468.02       444.30239
      6470.10       441.97631
      6472.18       440.06745
      6474.26       438.16727
      6476.35       437.48269
      6478.43       436.39656
      6480.51       433.31348
      6482.59       428.27536
      6484.67       425.64189
      6486.76       424.58583
      6488.84       424.70421
      6490.92       424.43172
      6493.00       422.21107
      6495.09       421.16352
      6497.17       422.05830
      6499.25       423.34456
      6501.33       423.07345
      6503.42       423.19228
      6505.50       423.31132
      6507.58       419.93474
      6509.66       415.05325
      6511.74       409.09660
      6513.83       402.48388
      6515.91       395.97780
      6517.99       392.81957
      6520.07       392.20747
      6522.16       391.95713
      6524.24       389.54813
      6526.32       385.02051
      6528.40       379.14633
      6530.48       373.36185
      6532.57       368.00434
      6534.65       364.06273
      6536.73       362.82684
      6538.81       363.26428
      6540.90       363.70232
      6542.98       358.48406
      6545.06       350.74668
      6547.14       341.28496
      6549.22       330.85749
      6551.31       320.15840
      6553.39       310.94877
      6555.47       301.17070
      6557.55       291.16364
      6559.64       282.26781
      6561.72       281.05120
      6563.80       283.99446
      6565.88       289.89072
      6567.97       296.72823
      6570.05       303.72711
      6572.13       310.60505
      6574.21       317.63857
      6576.29       323.93530
      6578.38       325.82419
      6580.46       329.84383
      6582.54       336.07293
      6584.62       343.36724
      6586.71       347.60356
      6588.79       352.54096
      6590.87       356.56224
      6592.95       359.63393
      6595.03       363.06688
      6597.12       368.90307
      6599.20       373.11128
      6601.28       374.94206
      6603.36       379.21932
      6605.45       386.73752
      6607.53       392.23150
      6609.61       395.24745
      6611.69       396.09123
      6613.78       392.21302
      6615.86       390.16524
      6617.94       391.35878
      6620.02       397.28477
      6622.10       398.86769
      6624.19       399.71960
      6626.27       400.20524
      6628.35       401.06025
      6630.43       400.80839
      6632.52       403.51919
      6634.60       406.99741
      6636.68       409.37287
      6638.76       412.90136
      6640.84       414.16572
      6642.93       410.86745
      6645.01       404.60343
      6647.09       404.72238
      6649.17       410.85184
      6651.26       415.92333
      6653.34       418.35151
      6655.42       419.24674
      6657.50       417.82830
      6659.58       415.64848
      6661.67       412.71918
      6663.75       410.18842
      6665.83       409.93215
      6667.91       413.46698
      6670.00       418.18589
      6672.08       421.40360
      6674.16       421.14064
      6676.24       422.82074
      6678.33       425.68228
      6680.41       428.16857
      6682.49       426.72094
      6684.57       424.49572
      6686.65       423.06106
      6688.74       422.40834
      6690.82       423.70342
      6692.90       421.10646
      6694.98       416.60245
      6697.07       411.76715
      6699.15       409.24318
      6701.23       407.86031
      6703.31       409.48839
      6705.40       413.02080
      6707.48       416.58373
      6709.56       417.09280
      6711.64       416.45009
      6713.72       416.19184
      6715.81       416.70095
      6717.89       418.36460
      6719.97       419.64880
      6722.05       418.23155
      6724.14       413.37835
      6726.22       410.84594
      6728.30       410.96978
      6730.38       412.23171
      6732.46       411.97672
      6734.55       411.34287
      6736.63       411.08864
      6738.71       411.21331
      6740.79       412.47604
      6742.88       414.50546
      6744.96       413.86843
      6747.04       413.23206
      6749.12       412.97714
      6751.21       411.96288
      6753.29       409.44016
      6755.37       409.18776
      6757.45       411.20162
      6759.53       414.36883
      6761.62       411.83172
      6763.70       406.67934
      6765.78       400.85290
      6767.86       397.29894
      6769.95       399.99114
      6772.03       404.56046
      6774.11       408.80489
      6776.19       409.68417
      6778.27       408.30270
      6780.36       407.67648
      6782.44       407.80143
      6784.52       408.30286
      6786.60       410.69167
      6788.69       411.95452
      6790.77       412.84121
      6792.85       413.34877
      6794.93       411.95558
      6797.02       408.68062
      6799.10       406.17968
      6801.18       405.18399
      6803.26       406.43048
      6805.34       406.55621
      6807.43       405.93337
      6809.51       404.56564
      6811.59       401.35039
      6813.67       400.36695
      6815.76       403.45285
      6817.84       407.31210
      6819.92       408.94239
      6822.00       408.31637
      6824.08       408.06725
      6826.17       408.19423
      6828.25       409.07420
      6830.33       409.57851
      6832.41       408.57565
      6834.50       405.70261
      6836.58       401.73822
      6838.66       395.98481
      6840.74       393.20051
      6842.83       391.51627
      6844.91       390.91775
      6846.99       391.04021
      6849.07       396.23917
      6851.15       400.76817
      6853.24       402.00284
      6855.32       396.61151
      6857.40       388.42013
      6859.48       379.34804
      6861.57       369.12583
      6863.65       355.88585
      6865.73       334.69345
      6867.81       316.79905
      6869.89       306.56358
      6871.98       307.22566
      6874.06       318.26884
      6876.14       331.23127
      6878.22       343.77008
      6880.31       353.51286
      6882.39       355.58412
      6884.47       354.38842
      6886.55       351.89804
      6888.63       349.42527
      6890.72       349.85791
      6892.80       353.20718
      6894.88       356.25983
      6896.96       357.68823
      6899.05       355.82987
      6901.13       353.00475
      6903.21       350.20176
      6905.29       347.42143
      6907.38       346.89221
      6909.46       350.53614
      6911.54       355.19856
      6913.62       360.25455
      6915.70       365.71939
      6917.79       370.92528
      6919.87       375.85883
      6921.95       379.80745
      6924.03       382.73881
      6926.12       379.70054
      6928.20       375.64725
      6930.28       374.04080
      6932.36       375.88780
      6934.44       374.97080
      6936.53       370.62661
      6938.61       363.97865
      6940.69       357.12074
      6942.77       354.93983
      6944.86       356.36442
      6946.94       359.11523
      6949.02       361.88738
      6951.10       363.00543
      6953.19       362.45425
      6955.27       361.57063
      6957.35       362.02042
      6959.43       365.48793
      6961.51       372.06037
      6963.60       375.97039
      6965.68       376.43841
      6967.76       373.10783
      6969.84       373.22836
      6971.93       375.41805
      6974.01       376.92578
      6976.09       374.96995
      6978.17       368.92425
      6980.25       362.30804
      6982.34       355.15587
      6984.42       348.78671
      6986.50       346.65799
      6988.58       346.45142
      6990.67       346.24509
      6992.75       346.03890
      6994.83       346.47051
      6996.91       347.22248
      6999.00       350.54944
      7001.08       355.86965
      7003.16       358.61844
      7005.24       360.05959
      7007.32       362.17318
      7009.41       363.62875
      7011.49       360.74482
      7013.57       358.21367
      7015.65       357.34229
      7017.74       357.78867
      7019.82       358.89646
      7021.90       362.00225
      7023.98       365.47192
      7026.06       367.95634
      7028.15       367.40002
      7030.23       363.48087
      7032.31       359.27281
      7034.39       355.11376
      7036.48       350.03407
      7038.56       344.70959
      7040.64       342.60703
      7042.72       343.66845
      7044.81       347.28223
      7046.89       348.35824
      7048.97       347.51180
      7051.05       347.62646
      7053.13       349.02487
      7055.22       351.39867
      7057.30       354.11453
      7059.38       355.86670
      7061.46       355.32961
      7063.55       351.54022
      7065.63       351.00980
      7067.71       352.74687
      7069.79       352.86408
      7071.88       348.45879
      7073.96       344.42582
      7076.04       342.95743
      7078.12       342.75566
      7080.20       341.29449
      7082.29       339.21390
      7084.37       340.26603
      7086.45       341.95040
      7088.53       343.32704
      7090.62       341.23458
      7092.70       341.66301
      7094.78       343.03863
      7096.86       344.73707
      7098.94       344.21752
      7101.03       344.33283
      7103.11       344.13096
      7105.19       343.29641
      7107.27       340.57640
      7109.36       339.43796
      7111.44       340.17761
      7113.52       341.86267
      7115.60       344.18918
      7117.68       347.17081
      7119.77       347.28758
      7121.85       344.85402
      7123.93       338.67358
      7126.01       334.44701
      7128.10       333.94407
      7130.18       335.59842
      7132.26       338.19421
      7134.34       338.30842
      7136.43       337.79963
      7138.51       336.67126
      7140.59       334.31257
      7142.67       328.92692
      7144.75       325.72126
      7146.84       325.83159
      7148.92       328.35229
      7151.00       331.80823
      7153.08       335.60936
      7155.17       337.89476
      7157.25       337.07669
      7159.33       332.25838
      7161.41       324.20769
      7163.49       316.35217
      7165.58       310.11192
      7167.66       306.80764
      7169.74       304.93947
      7171.82       300.58085
      7173.91       295.46724
      7175.99       291.78127
      7178.07       288.40670
      7180.15       284.80869
      7182.23       282.29391
      7184.32       281.87043
      7186.40       283.26830
      7188.48       284.67295
      7190.56       284.50811
      7192.65       282.77649
      7194.73       281.57366
      7196.81       280.11775
      7198.89       280.73018
      7200.98       283.42498
      7203.06       287.99627
      7205.14       290.22560
      7207.22       294.09314
      7209.30       300.21601
      7211.39       307.59779
      7213.47       310.83681
      7215.55       312.66681
      7217.63       314.50759
      7219.72       316.94254
      7221.80       314.43426
      7223.88       310.51292
      7225.96       306.64022
      7228.04       303.09506
      7230.13       297.39169
      7232.21       293.41262
      7234.29       291.62751
      7236.37       292.26624
      7238.46       295.61667
      7240.54       299.83271
      7242.62       303.26972
      7244.70       305.33708
      7246.79       304.03950
      7248.87       299.41958
      7250.95       295.41376
      7253.03       293.07690
      7255.11       294.26072
      7257.20       295.44914
      7259.28       292.84214
      7261.36       287.33246
      7263.44       279.59893
      7265.53       277.89883
      7267.61       281.60319
      7269.69       287.46769
      7271.77       292.64431
      7273.85       294.36854
      7275.94       295.28585
      7278.02       295.93357
      7280.10       297.12954
      7282.18       298.88038
      7284.27       296.78985
      7286.35       290.13542
      7288.43       280.77127
      7290.51       275.23555
      7292.60       276.85760
      7294.68       282.36355
      7296.76       289.57476
      7298.84       293.43546
      7300.92       291.65201
      7303.01       288.54759
      7305.09       285.47600
      7307.17       282.69749
      7309.25       283.05760
      7311.34       284.72615
      7313.42       285.61428
      7315.50       283.35604
      7317.58       283.97848
      7319.67       287.50025
      7321.75       293.48851
      7323.83       300.70750
      7325.91       306.40605
      7327.99       305.66837
      7330.08       301.58088
      7332.16       297.27399
      7334.24       300.96104
      7336.32       306.66460
      7338.41       309.32660
      7340.49       306.88175
      7342.57       301.66469
      7344.65       299.55610
      7346.73       298.28548
      7348.82       297.56784
      7350.90       296.85174
      7352.98       294.23453
      7355.06       290.56808
      7357.15       287.21161
      7359.23       287.84344
      7361.31       291.68247
      7363.39       292.05498
      7365.48       290.81655
      7367.56       290.38477
      7369.64       293.98715
      7371.72       295.72156
      7373.80       295.82673
      7375.89       294.57259
      7377.97       291.97601
      7380.05       290.47053
      7382.13       291.64668
      7384.22       295.26507
      7386.30       295.91518
      7388.38       294.11844
      7390.46       291.52615
      7392.54       288.42506
      7394.63       287.99718
      7396.71       289.42995
      7398.79       290.87016
      7400.87       292.04840
      7402.96       291.61532
      7405.04       290.11220
      7407.12       288.61686
      7409.20       287.12957
      7411.28       285.12408
      7413.37       288.13069
      7415.45       293.05259
      7417.53       297.23643
      7419.61       297.61732
      7421.70       295.53877
      7423.78       294.01588
      7425.86       293.85099
      7427.94       294.77017
      7430.03       293.79200
      7432.11       292.54772
      7434.19       292.11481
      7436.27       293.02876
      7438.35       293.94557
      7440.44       292.43124
      7442.52       290.92475
      7444.60       290.49451
      7446.68       290.59943
      7448.77       289.63579
      7450.85       287.87847
      7452.93       285.86866
      7455.01       285.44607
      7457.09       289.25529
      7459.18       294.46858
      7461.26       297.57508
      7463.34       293.86913
      7465.42       286.22776
      7467.51       281.10557
      7469.59       278.11694
      7471.67       275.92126
      7473.75       276.27597
      7475.84       280.22148
      7477.92       284.48493
      7480.00       285.90226
      7482.08       282.60239
      7484.16       279.08333
      7486.25       276.62560
      7488.33       276.47177
      7490.41       279.13196
      7492.49       282.33709
      7494.58       283.74383
      7496.66       283.06434
      7498.74       281.86691
      7500.82       281.45097
      7502.90       281.55408
      7504.99       282.43639
      7507.07       284.36744
      7509.15       284.47151
      7511.23       284.57588
      7513.32       285.20519
      7515.40       286.36294
      7517.48       287.79023
      7519.56       289.49124
      7521.65       290.39878
      7523.73       289.43742
      7525.81       287.15357
      7527.89       284.88797
      7529.97       282.11994
      7532.06       279.37887
      7534.14       277.43005
      7536.22       276.00275
      7538.30       276.86837
      7540.39       280.04874
      7542.47       279.89415
      7544.55       278.45433
      7546.63       280.87585
      7548.71       286.73100
      7550.80       290.55963
      7552.88       289.86500
      7554.96       288.37415
      7557.04       285.57282
      7559.13       279.69035
      7561.21       276.20937
      7563.29       276.56625
      7565.37       277.94566
      7567.46       277.53714
      7569.54       274.58818
      7571.62       274.18468
      7573.70       274.53914
      7575.78       274.64121
      7577.87       271.22315
      7579.95       270.32613
      7582.03       270.42673
      7584.11       269.53241
      7586.20       262.52615
      7588.28       246.90748
      7590.36       224.02478
      7592.44       195.01034
      7594.52       159.59505
      7596.61       129.53329
      7598.69       106.69481
      7600.77       90.845918
      7602.85       82.730862
      7604.94       84.300408
      7607.02       89.782474
      7609.10       98.662957
      7611.18       111.35672
      7613.27       133.31496
      7615.35       156.40162
      7617.43       174.74466
      7619.51       181.37033
      7621.59       172.47612
      7623.68       161.61880
      7625.76       151.72415
      7627.84       145.48476
      7629.92       146.88597
      7632.01       150.36382
      7634.09       155.63470
      7636.17       162.43120
      7638.25       167.50695
      7640.33       171.31522
      7642.42       175.69492
      7644.50       180.85177
      7646.58       185.13402
      7648.66       188.99471
      7650.75       194.00500
      7652.83       200.62121
      7654.91       209.18972
      7656.99       215.92557
      7659.08       221.44618
      7661.16       226.89863
      7663.24       233.77379
      7665.32       238.20992
      7667.40       242.73022
      7669.49       246.88121
      7671.57       250.41049
      7673.65       248.89526
      7675.73       247.38940
      7677.82       247.48297
      7679.90       250.78981
      7681.98       258.86562
      7684.06       265.24006
      7686.14       268.78409
      7688.23       268.88613
      7690.31       267.50579
      7692.39       263.93563
      7694.47       258.26351
      7696.56       252.48055
      7698.64       253.50881
      7700.72       254.54101
      7702.80       256.52122
      7704.89       259.47069
      7706.97       264.63894
      7709.05       265.71686
      7711.13       265.81796
      7713.21       265.43000
      7715.30       266.26584
      7717.38       268.09037
      7719.46       269.67886
      7721.54       270.77755
      7723.63       271.88054
      7725.71       271.23394
      7727.79       269.84223
      7729.87       265.26261
      7731.95       257.42000
      7734.04       251.42480
      7736.12       254.55071
      7738.20       259.86063
      7740.28       264.06266
      7742.37       265.38303
      7744.45       261.36034
      7746.53       258.34864
      7748.61       258.44782
      7750.70       264.08245
      7752.78       269.09536
      7754.86       272.44130
      7756.94       273.55192
      7759.02       271.64807
      7761.11       264.34645
      7763.19       260.57956
      7765.27       261.64198
      7767.35       267.83947
      7769.44       269.42737
      7771.52       269.53127
      7773.60       269.13876
      7775.68       268.74716
      7777.76       269.84286
      7779.85       271.94355
      7781.93       273.80795
      7784.01       274.16603
      7786.09       275.28424
      7788.18       273.62092
      7790.26       270.46871
      7792.34       266.61512
      7794.42       263.54370
      7796.50       264.37533
      7798.59       265.94324
      7800.67       266.78227
      7802.75       264.19525
      7804.83       268.22136
      7806.92       270.55884
      7809.00       269.42000
      7811.08       263.63212
      7813.16       258.44426
      7815.25       262.62451
      7817.33       268.84619
      7819.41       268.45577
      7821.49       258.13184
      7823.57       254.92367
      7825.66       254.08494
      7827.74       252.31777
      7829.82       243.95916
      7831.90       242.70911
      7833.99       245.27609
      7836.07       248.55592
      7838.15       247.73859
      7840.23       250.35884
      7842.31       257.94808
      7844.40       268.22632
      7846.48       268.08399
      7848.56       258.01243
      7850.64       247.40598
      7852.73       240.31441
      7854.81       243.75269
      7856.89       249.98798
      7858.97       252.16747
      7861.06       250.41423
      7863.14       246.84753
      7865.22       243.10779
      7867.30       241.86272
      7869.38       243.29830
      7871.47       247.23474
      7873.55       245.96860
      7875.63       244.25870
      7877.71       244.12960
      7879.80       246.48513
      7881.88       251.62927
      7883.96       247.58937
      7886.04       243.83853
      7888.12       245.28613
      7890.21       255.76667
      7892.29       258.71078
      7894.37       257.14945
      7896.45       253.25416
      7898.54       248.72966
      7900.62       252.52168
      7902.70       255.66411
      7904.78       256.47251
      7906.87       254.22142
      7908.95       261.20608
      7911.03       265.43276
      7913.11       264.31755
      7915.19       255.79826
      7917.28       247.55354
      7919.36       242.23721
      7921.44       241.21939
      7923.52       245.34881
      7925.61       255.12663
      7927.69       256.16966
      7929.77       253.45408
      7931.85       250.30611
      7933.94       248.33806
      7936.02       249.58333
      7938.10       254.32418
      7940.18       260.83136
      7942.26       259.97520
      7944.35       256.74645
      7946.43       255.90377
      7948.51       256.95032
      7950.59       256.81574
      7952.68       247.62494
      7954.76       242.97790
      7956.84       244.42153
      7958.92       252.29701
      7961.00       248.01905
      7963.09       242.02368
      7965.17       239.45886
      7967.25       246.03891
      7969.33       254.90397
      7971.42       254.77081
      7973.50       247.69824
      7975.58       236.64441
      7977.66       229.01796
      7979.75       233.79904
      7981.83       243.11750
      7983.91       250.95140
      7985.99       249.20864
      7988.07       247.93429
      7990.16       248.26195
      7992.24       249.27797
      7994.32       244.82603
      7996.40       240.67530
