  3213.45 111
  3242.65 110
  3272.40 109
  3302.70 108
  3333.56 107
  3365.01 106
  3397.05 105
  3429.72 104
  3463.01 103
  3496.96 102
  3531.58 101
  3566.89 100
  3602.92  99
  3639.68  98
  3677.20  97
  3715.50  96
  3754.60  95
  3794.54  94
  3835.34  93
  3877.02  92
  3919.62  91
  3963.17  90
  4007.70  89
  4053.23  88
  4099.88  87
  4147.55  86
  4196.34  85
  4246.28  84
  4297.44  83
  4349.83  82
  4403.53  81
  4458.56  80
  4514.99  79
  4572.86  78
  4632.24  77
  4693.30  76
  4755.90  75
  4820.15  74
  4886.17  73
  4954.00  72
  5023.80  71
  5095.50  70
  5169.30  69
  5245.30  68
  5323.60  67
  5404.20  66
  5487.50  65
  5573.00  64
  5661.50  63
  5752.80  62
  5847.00  61
  5944.50  60
  6045.00  59
  6150.16  58
  6258.06  57
  6369.80  56
  6485.61  55
  6605.71  54
  6730.34  53
  6859.77  52
  6994.27  51
  7134.15  50
  7279.73  49
  7431.39  48
  7589.49  47
  7754.23  46
  7926.53  45
  8106.65  44
  8295.15  43
  8492.62  42
  8699.72  41
  8917.18  40
  9145.79  39
