# COL_ERR=0.00000  COL_PHI=0.00000  TNT_ANG=71.0000  TNT_PHI=90.0810
## Alpha-tanx tany | xmask ymask
 0.0708799 -0.8763372  111.42857   -4.48980
 0.0753744 -0.8762992  118.85714   -4.48980
 0.0798693 -0.8762596  126.28571   -4.48980
 0.0843646 -0.8762185  133.71428   -4.48980
 0.0888603 -0.8761758  141.14285   -4.48980
 0.0933565 -0.8761316  148.57142   -4.48980
 0.0978531 -0.8760859  156.00000   -4.48980
 0.1023502 -0.8760386  163.42857   -4.48980
 0.1068478 -0.8759897  170.85714   -4.48980
 0.1113460 -0.8759393  178.28571   -4.48980
 0.1158447 -0.8758874  185.71428   -4.48980
 0.1203440 -0.8758339  193.14285   -4.48980
 0.1248438 -0.8757788  200.57142   -4.48980
 0.1293444 -0.8757222  207.99999   -4.48980
 0.1338455 -0.8756641  215.42857   -4.48980
 0.1383473 -0.8756044  222.85714   -4.48980
 0.1428498 -0.8755431  230.28571   -4.48980
 0.1473530 -0.8754803  237.71428   -4.48980
