# COL_ERR=0.00000  COL_PHI=0.00000  TNT_ANG=71.0000  TNT_PHI=90.0810
## xmask ymask | Alpha-tanx tany
-230.28571   -8.97959 -0.1381576 -0.8733739
-222.85714   -8.97959 -0.1336596 -0.8733893
-215.42857   -8.97959 -0.1291623 -0.8734032
-207.99999   -8.97959 -0.1246658 -0.8734155
-200.57142   -8.97959 -0.1201701 -0.8734263
-193.14285   -8.97959 -0.1156751 -0.8734355
-185.71428   -8.97959 -0.1111808 -0.8734431
-178.28571   -8.97959 -0.1066872 -0.8734492
-170.85714   -8.97959 -0.1021943 -0.8734536
-163.42857   -8.97959 -0.0977020 -0.8734566
-156.00000   -8.97959 -0.0932104 -0.8734579
-148.57142   -8.97959 -0.0887193 -0.8734578
-141.14285   -8.97959 -0.0842288 -0.8734560
-133.71428   -8.97959 -0.0797389 -0.8734527
-126.28571   -8.97959 -0.0752495 -0.8734478
-118.85714   -8.97959 -0.0707607 -0.8734414
-111.42857   -8.97959 -0.0662723 -0.8734335
-104.00000   -8.97959 -0.0617844 -0.8734239
 -96.57143   -8.97959 -0.0572969 -0.8734129
 -89.14285   -8.97959 -0.0528098 -0.8734002
 -81.71428   -8.97959 -0.0483232 -0.8733860
 -74.28571   -8.97959 -0.0438369 -0.8733703
 -66.85714   -8.97959 -0.0393510 -0.8733530
 -59.42857   -8.97959 -0.0348654 -0.8733342
 -52.00000   -8.97959 -0.0303802 -0.8733138
 -44.57143   -8.97959 -0.0258952 -0.8732918
 -37.14286   -8.97959 -0.0214104 -0.8732683
 -29.71428   -8.97959 -0.0169260 -0.8732433
 -22.28571   -8.97959 -0.0124417 -0.8732167
 -14.85714   -8.97959 -0.0079576 -0.8731886
  -7.42857   -8.97959 -0.0034737 -0.8731589
   0.00000   -8.97959  0.0010100 -0.8731276
   7.42857   -8.97959  0.0054936 -0.8730948
  14.85714   -8.97959  0.0099772 -0.8730605
  22.28571   -8.97959  0.0144606 -0.8730246
  29.71428   -8.97959  0.0189440 -0.8729872
  37.14286   -8.97959  0.0234273 -0.8729482
  44.57143   -8.97959  0.0279107 -0.8729076
  52.00000   -8.97959  0.0323940 -0.8728655
  59.42857   -8.97959  0.0368774 -0.8728219
  66.85714   -8.97959  0.0413608 -0.8727767
  74.28571   -8.97959  0.0458443 -0.8727299
  81.71428   -8.97959  0.0503280 -0.8726816
  89.14285   -8.97959  0.0548117 -0.8726317
  96.57143   -8.97959  0.0592956 -0.8725803
 104.00000   -8.97959  0.0637796 -0.8725273
 111.42857   -8.97959  0.0682639 -0.8724728
 118.85714   -8.97959  0.0727484 -0.8724167
 126.28571   -8.97959  0.0772331 -0.8723591
 133.71428   -8.97959  0.0817180 -0.8722999
 141.14285   -8.97959  0.0862033 -0.8722391
 148.57142   -8.97959  0.0906888 -0.8721768
 156.00000   -8.97959  0.0951747 -0.8721129
 163.42857   -8.97959  0.0996609 -0.8720474
 170.85714   -8.97959  0.1041475 -0.8719804
 178.28571   -8.97959  0.1086345 -0.8719118
 185.71428   -8.97959  0.1131219 -0.8718417
 193.14285   -8.97959  0.1176097 -0.8717699
 200.57142   -8.97959  0.1220980 -0.8716967
 207.99999   -8.97959  0.1265867 -0.8716218
 215.42857   -8.97959  0.1310760 -0.8715454
 222.85714   -8.97959  0.1355658 -0.8714674
 230.28571   -8.97959  0.1400561 -0.8713878
 237.71428   -8.97959  0.1445470 -0.8713066
 245.14285   -8.97959  0.1490385 -0.8712239
 252.57142   -8.97959  0.1535306 -0.8711396
 259.99999   -8.97959  0.1580233 -0.8710537
 267.42856   -8.97959  0.1625167 -0.8709662
 274.85714   -8.97959  0.1670107 -0.8708771
 282.28571   -8.97959  0.1715054 -0.8707864
 289.71428   -8.97959  0.1760008 -0.8706942
 297.14285   -8.97959  0.1804970 -0.8706003
 304.57142   -8.97959  0.1849939 -0.8705049
 311.99999   -8.97959  0.1894916 -0.8704079
 319.42856   -8.97959  0.1939900 -0.8703092
 326.85713   -8.97959  0.1984893 -0.8702090
 334.28571   -8.97959  0.2029894 -0.8701072
 341.71428   -8.97959  0.2074903 -0.8700037
 349.14285   -8.97959  0.2119921 -0.8698987
 356.57142   -8.97959  0.2164948 -0.8697920
 363.99999   -8.97959  0.2209984 -0.8696837
 371.42856   -8.97959  0.2255030 -0.8695738
 378.85713   -8.97959  0.2300084 -0.8694623
 386.28570   -8.97959  0.2345148 -0.8693492
 393.71427   -8.97959  0.2390222 -0.8692345
 401.14285   -8.97959  0.2435306 -0.8691181
 408.57142   -8.97959  0.2480400 -0.8690001
-408.57142   -4.48980 -0.2468219 -0.8761462
-401.14285   -4.48980 -0.2422905 -0.8761988
-393.71427   -4.48980 -0.2377604 -0.8762499
-386.28570   -4.48980 -0.2332316 -0.8762993
-378.85713   -4.48980 -0.2287040 -0.8763471
-371.42856   -4.48980 -0.2241776 -0.8763933
-363.99999   -4.48980 -0.2196525 -0.8764379
-356.57142   -4.48980 -0.2151285 -0.8764810
-349.14285   -4.48980 -0.2106058 -0.8765224
-341.71428   -4.48980 -0.2060841 -0.8765623
-334.28571   -4.48980 -0.2015636 -0.8766006
-326.85713   -4.48980 -0.1970442 -0.8766373
-319.42856   -4.48980 -0.1925259 -0.8766724
-311.99999   -4.48980 -0.1880087 -0.8767060
-304.57142   -4.48980 -0.1834925 -0.8767379
-297.14285   -4.48980 -0.1789774 -0.8767684
-289.71428   -4.48980 -0.1744633 -0.8767972
-282.28571   -4.48980 -0.1699501 -0.8768245
-274.85714   -4.48980 -0.1654380 -0.8768502
-267.42856   -4.48980 -0.1609268 -0.8768743
-259.99999   -4.48980 -0.1564165 -0.8768969
-252.57142   -4.48980 -0.1519071 -0.8769180
-245.14285   -4.48980 -0.1473986 -0.8769374
-237.71428   -4.48980 -0.1428910 -0.8769553
-230.28571   -4.48980 -0.1383842 -0.8769717
-222.85714   -4.48980 -0.1338783 -0.8769865
-215.42857   -4.48980 -0.1293731 -0.8769997
-207.99999   -4.48980 -0.1248688 -0.8770114
-200.57142   -4.48980 -0.1203652 -0.8770216
-193.14285   -4.48980 -0.1158623 -0.8770302
-185.71428   -4.48980 -0.1113601 -0.8770373
-178.28571   -4.48980 -0.1068587 -0.8770428
-170.85714   -4.48980 -0.1023579 -0.8770467
-163.42857   -4.48980 -0.0978578 -0.8770492
-156.00000   -4.48980 -0.0933583 -0.8770500
-148.57142   -4.48980 -0.0888594 -0.8770494
-141.14285   -4.48980 -0.0843610 -0.8770472
-133.71428   -4.48980 -0.0798633 -0.8770434
-126.28571   -4.48980 -0.0753661 -0.8770382
-118.85714   -4.48980 -0.0708694 -0.8770313
-111.42857   -4.48980 -0.0663732 -0.8770230
-104.00000   -4.48980 -0.0618774 -0.8770131
 -96.57143   -4.48980 -0.0573821 -0.8770017
 -89.14285   -4.48980 -0.0528873 -0.8769887
 -81.71428   -4.48980 -0.0483928 -0.8769742
 -74.28571   -4.48980 -0.0438987 -0.8769582
 -66.85714   -4.48980 -0.0394050 -0.8769406
 -59.42857   -4.48980 -0.0349116 -0.8769215
 -52.00000   -4.48980 -0.0304185 -0.8769009
 -44.57143   -4.48980 -0.0259257 -0.8768787
 -37.14286   -4.48980 -0.0214332 -0.8768550
 -29.71428   -4.48980 -0.0169409 -0.8768298
 -22.28571   -4.48980 -0.0124488 -0.8768030
 -14.85714   -4.48980 -0.0079569 -0.8767748
  -7.42857   -4.48980 -0.0034652 -0.8767449
   0.00000   -4.48980  0.0010263 -0.8767136
   7.42857   -4.48980  0.0055178 -0.8766807
  14.85714   -4.48980  0.0100091 -0.8766463
  22.28571   -4.48980  0.0145003 -0.8766103
  29.71428   -4.48980  0.0189915 -0.8765728
  37.14286   -4.48980  0.0234827 -0.8765338
  44.57143   -4.48980  0.0279738 -0.8764933
  52.00000   -4.48980  0.0324650 -0.8764512
  59.42857   -4.48980  0.0369562 -0.8764076
  66.85714   -4.48980  0.0414474 -0.8763624
  74.28571   -4.48980  0.0459387 -0.8763157
  81.71428   -4.48980  0.0504302 -0.8762675
  89.14285   -4.48980  0.0549217 -0.8762177
  96.57143   -4.48980  0.0594134 -0.8761664
 104.00000   -4.48980  0.0639053 -0.8761136
 111.42857   -4.48980  0.0683973 -0.8760592
 118.85714   -4.48980  0.0728896 -0.8760033
 126.28571   -4.48980  0.0773822 -0.8759458
 133.71428   -4.48980  0.0818749 -0.8758869
 141.14285   -4.48980  0.0863680 -0.8758263
 148.57142   -4.48980  0.0908614 -0.8757642
 156.00000   -4.48980  0.0953551 -0.8757006
 163.42857   -4.48980  0.0998491 -0.8756354
 170.85714   -4.48980  0.1043436 -0.8755687
 178.28571   -4.48980  0.1088384 -0.8755005
 185.71428   -4.48980  0.1133336 -0.8754306
 193.14285   -4.48980  0.1178293 -0.8753593
 200.57142   -4.48980  0.1223254 -0.8752864
 207.99999   -4.48980  0.1268221 -0.8752119
 215.42857   -4.48980  0.1313192 -0.8751359
 222.85714   -4.48980  0.1358168 -0.8750583
 230.28571   -4.48980  0.1403150 -0.8749791
 237.71428   -4.48980  0.1448138 -0.8748984
 245.14285   -4.48980  0.1493132 -0.8748162
 252.57142   -4.48980  0.1538131 -0.8747323
 259.99999   -4.48980  0.1583137 -0.8746470
 267.42856   -4.48980  0.1628150 -0.8745600
 274.85714   -4.48980  0.1673169 -0.8744715
 282.28571   -4.48980  0.1718195 -0.8743814
 289.71428   -4.48980  0.1763229 -0.8742897
 297.14285   -4.48980  0.1808270 -0.8741965
